link_vel original,link_vel filter,spring_vel raw,spring_vel filter
-0.000328987,-0.00314159,-0.0879728
-0.000328987,-0.00314159,-0.0879728
-0.000219325,-0.0020944,-0.0879728
-0.000219325,-0.0020944,-0.0879728
-0.000548311,-0.00523599,-0.0879728
-0.00153527,-0.0146608,-0.0879728
-0.00307054,-0.0293215,-0.0880934
-0.00515413,-0.0492183,-0.0882139
-0.00701839,-0.0670206,-0.0882742
-0.00888264,-0.084823,-0.0884551
-0.0100889,-0.0963422,-0.0886359
0.00881465,0.0841737,-0.0867671
0.00477724,0.0456193,-0.0866466
0.00153973,0.0147034,-0.0865863
-0.00110728,-0.0105738,-0.086526
-0.00302708,-0.0289065,-0.0863451
-0.00352045,-0.0336178,-0.0861643
-0.00297302,-0.0283902,-0.0859834
-0.00176072,-0.0168136,-0.0857423
-0.000141732,-0.00135344,-0.0855011
0.000755131,0.00721097,-0.0854408
0.0012322,0.0117666,-0.0853805
0.00126739,0.0121027,-0.0853805
0.000842423,0.00804455,-0.0854408
0.000161477,0.00154199,-0.0855011
-0.000897653,-0.00857196,-0.0855614
-0.00201637,-0.0192549,-0.0856217
-0.00320327,-0.030589,-0.085682
-0.00446549,-0.0426423,-0.0857423
-0.00602824,-0.0575655,-0.0858026
0.0123231,0.117677,-0.0838732
0.00775297,0.0740354,-0.0839335
0.00377958,0.0360924,-0.0838129
0.000300408,0.00286869,-0.0837526
-0.00244047,-0.0233048,-0.0836923
-0.00374573,-0.0357691,-0.0835718
-0.00367361,-0.0350804,-0.0835115
-0.00303997,-0.0290296,-0.0833909
-0.00243309,-0.0232343,-0.08321
-0.00166671,-0.0159159,-0.0831497
-0.00142622,-0.0136194,-0.0830894
-0.00151497,-0.0144669,-0.0830291
-0.00195177,-0.018638,-0.0829688
-0.00253285,-0.0241869,-0.0830291
-0.00338077,-0.032284,-0.0830291
-0.00439654,-0.0419839,-0.0831497
-0.00558901,-0.0533711,-0.0830894
0.012925,0.123425,-0.0811598
0.00841768,0.080383,-0.0812201
0.00440545,0.042069,-0.0812201
0.00100378,0.00958537,-0.0812201
-0.00176374,-0.0168425,-0.0812201
-0.00320072,-0.0305646,-0.0811598
-0.00314687,-0.0300504,-0.0810995
-0.00263803,-0.0251914,-0.0809789
-0.00204368,-0.0195157,-0.0808583
0.0173365,0.165551,-0.0788681
0.0141838,0.135445,-0.0788681
0.011595,0.110724,-0.0787475
0.00912526,0.0871398,-0.0788078
0.00678853,0.0648257,-0.0788078
0.0042861,0.0409292,-0.0787475
0.0018812,0.0179642,-0.0787475
0.0193003,0.184304,-0.0768778
0.0137764,0.131555,-0.0767572
0.00912281,0.0871164,-0.0767572
0.00509911,0.0486929,-0.0766365
0.00203575,0.01944,-0.0765762
0.000391434,0.00373792,-0.0764556
0.000201581,0.00192495,-0.0763349
0.000746746,0.0071309,-0.0762746
0.00131804,0.0125864,-0.0760937
0.00198296,0.0189359,-0.075973
