original,cpp filter
1.3133e-15,1.2541e-14
1.08768e-15,1.03865e-14
9.00818e-16,8.60218e-15
7.46061e-16,7.12436e-15
6.17891e-16,5.90043e-15
5.1174e-16,4.88676e-15
4.23825e-16,4.04723e-15
3.51014e-16,3.35194e-15
2.90711e-16,2.77609e-15
2.40768e-16,2.29917e-15
1.99405e-16,1.90418e-15
1.65148e-16,1.57705e-15
1.36776e-16,1.30612e-15
1.13279e-16,1.08173e-15
0.0184733,0.176407
0.0152996,0.146101
0.0126712,0.121001
0.0104944,0.100214
0.00869147,0.0829974
0.00719831,0.0687388
0.00596167,0.0569298
0.00493748,0.0471495
0.00408924,0.0390494
0.00338673,0.0323409
0.0028049,0.0267848
0.00232303,0.0221833
0.00192394,0.0183723
0.00159342,0.015216
0.00131968,0.012602
0.00109296,0.010437
0.000905195,0.00864398
0.000749686,0.00715898
0.000620893,0.0059291
0.000514227,0.0049105
0.000425885,0.0040669
0.000352719,0.00336822
0.000292124,0.00278958
-0.0182313,-0.174096
-0.0150993,-0.144187
-0.0125053,-0.119417
-0.0103569,-0.0989013
-0.00857764,-0.0819104
-0.00710404,-0.0678386
-0.00588359,-0.0561842
-0.00487282,-0.046532
-0.00403569,-0.038538
-0.00334237,-0.0319173
-0.00276817,-0.026434
-0.00229261,-0.0218928
-0.00189875,-0.0181317
-0.00157255,-0.0150167
-0.00130239,-0.0124369
-0.00107865,-0.0103003
-0.00089334,-0.00853077
-0.000739868,-0.00706522
-0.000612762,-0.00585144
-0.000507492,-0.00484619
-0.000420307,-0.00401363
-0.0003481,-0.00332411
0.018185,0.173654
0.0150609,0.143821
0.0124735,0.119113
0.0103306,0.0986498
0.00855583,0.0817022
0.00708597,0.0676661
0.0237706,0.226992
0.0196869,0.187996
0.0163048,0.155699
0.0135037,0.128951
0.0111838,0.106797
0.00926246,0.08845
0.00767121,0.0732547
0.00635333,0.0606698
0.00526185,0.050247
0.00435789,0.0416148
0.00360922,0.0344655
0.00298917,0.0285445
0.00247565,0.0236407
0.00205034,0.0195793
0.0016981,0.0162157
0.00140637,0.0134299
0.00116476,0.0111227
0.000964663,0.00921185
0.000798938,0.00762929
0.000661684,0.00631861
0.000548009,0.0052331
0.000453863,0.00433408
0.000375892,0.0035895
0.000311315,0.00297284
0.000257832,0.00246212
0.000213538,0.00203914
0.000176853,0.00168882
0.00014647,0.00139869
0.000121307,0.0011584
0.000100467,0.000959392
8.32074e-05,0.000794573
6.89127e-05,0.000658068
5.70738e-05,0.000545015
4.72688e-05,0.000451384
3.91482e-05,0.000373838
3.24227e-05,0.000309614
2.68526e-05,0.000256424
2.22395e-05,0.000212371
1.84188e-05,0.000175887
1.52545e-05,0.00014567
1.26339e-05,0.000120645
1.04634e-05,9.99183e-05
8.66585e-06,8.27528e-05
7.17709e-06,6.85362e-05
5.9441e-06,5.6762e-05
4.92293e-06,4.70105e-05
4.07719e-06,3.89343e-05
3.37675e-06,3.22455e-05
2.79664e-06,2.67059e-05
2.31618e-06,2.21179e-05
0.0184752,0.176425
0.0153012,0.146116
0.0126725,0.121014
0.0104954,0.100224
0.00869237,0.083006
0.00719906,0.0687459
0.00596229,0.0569357
0.00493799,0.0471544
0.00408967,0.0390534
0.00338708,0.0323442
0.00280519,0.0267876
0.00232327,0.0221856
0.00192414,0.0183742
0.00159358,0.0152176
0.00131981,0.0126033
0.00109307,0.0104381
0.000905289,0.00864487
0.000749764,0.00715972
0.000620958,0.00592971
0.00051428,0.00491101
0.000425929,0.00406732
0.000352756,0.00336857
0.000292154,0.00278987
0.000241963,0.00231058
0.000200395,0.00191363
0.000165968,0.00158488
0.000137455,0.0013126
0.000113841,0.0010871
9.42836e-05,0.000900342
7.80861e-05,0.000745667
6.46712e-05,0.000617565
5.3561e-05,0.00051147
4.43594e-05,0.000423601
3.67387e-05,0.000350828
3.04271e-05,0.000290558
2.51999e-05,0.000240641
0.0184941,0.176606
0.0153169,0.146266
0.0126855,0.121138
0.0105062,0.100327
0.00870129,0.0830912
0.00720644,0.0688165
0.00596841,0.0569941
0.00494306,0.0472027
0.00409386,0.0390935
0.00339055,0.0323774
0.00280807,0.0268151
0.00232566,0.0222084
0.00192612,0.0183931
0.00159522,0.0152332
0.00132117,0.0126162
0.0010942,0.0104488
0.000906218,0.00865374
0.000750533,0.00716707
0.000621595,0.00593579
0.000514808,0.00491605
0.000426366,0.00407149
0.000353118,0.00337203
0.000292454,0.00279273
0.000242211,0.00231295
0.0002006,0.00191559
0.000166138,0.0015865
0.000137596,0.00131395
0.000113958,0.00108822
9.43803e-05,0.000901266
7.81662e-05,0.000746432
6.47376e-05,0.000618198
5.36159e-05,0.000511994
4.44049e-05,0.000424036
3.67764e-05,0.000351188
3.04583e-05,0.000290856
2.52257e-05,0.000240888
0.0179228,0.17115
0.0148438,0.141747
0.0122937,0.117396
0.0101817,0.0972277
0.00843249,0.0805244
0.00698382,0.0666906
0.00578403,0.0552334
0.00479036,0.0457446
0.0039674,0.0378858
0.00328581,0.0313772
0.00272132,0.0259867
0.00225381,0.0215223
0.00186662,0.0178249
0.00154594,0.0147626
0.00128035,0.0122265
0.00106039,0.010126
0.000878223,0.00838642
0.000727348,0.00694566
0.000602393,0.00575243
0.000498904,0.00476419
0.000413195,0.00394572
0.00034221,0.00326786
0.000283419,0.00270646
0.018708,0.178648
0.015494,0.147957
0.0128322,0.122539
0.0106277,0.101487
0.00880191,0.084052
0.00728978,0.0696122
0.00603742,0.0576531
0.00500022,0.0477486
0.0041412,0.0395456
0.00342976,0.0327518
0.00284054,0.0271252
0.00235255,0.0224652
0.00194839,0.0186058
0.00161367,0.0154094
0.00133644,0.0127621
0.00110685,0.0105696
0.000916697,0.00875381
0.0186611,0.178201
0.0154552,0.147587
0.0128001,0.122232
0.0106011,0.101233
0.00877987,0.0838415
0.00727152,0.0694379
0.0060223,0.0575088
0.0049877,0.047629
0.00413083,0.0394465
0.00342117,0.0326698
0.00283343,0.0270573
0.00234666,0.0224089
0.0204168,0.194966
0.0169093,0.161472
0.0140043,0.133731
-0.00630349,-0.0601939
-0.00522058,-0.0498529
-0.00432371,-0.0412883
-0.00358091,-0.0341952
-0.00296573,-0.0283206
-0.00245623,-0.0234552
-0.00203426,-0.0194257
-0.00168478,-0.0160885
-0.00139534,-0.0133245
-0.00115563,-0.0110354
-0.000957096,-0.00913959
-0.000792671,-0.00756945
-0.000656493,-0.00626905
-0.000543711,-0.00519205
-0.000450303,-0.00430008
-0.000372943,-0.00356134
0.0175931,0.168001
0.0145706,0.139139
0.0120675,0.115236
0.00999433,0.0954388
0.00827734,0.0790428
0.00685533,0.0654636
0.00567761,0.0542172
0.00470222,0.0449029
0.0038944,0.0371888
0.00322536,0.0307999
0.00267126,0.0255086
0.00221235,0.0211263
0.00183227,0.0174969
0.0015175,0.014491
0.0012568,0.0120015
0.00104088,0.00993972
0.0193353,0.184639
0.0160136,0.152919
0.0132625,0.126648
0.0109841,0.10489
0.00909706,0.0868706
0.00753423,0.0719466
0.00623988,0.0595864
0.00516789,0.0493497
0.00428007,0.0408717
0.00354477,0.0338501
0.00293579,0.0280348
0.00243144,0.0232185
0.00201373,0.0192297
0.00166778,0.0159261
0.00138126,0.0131901
0.00114396,0.0109241
0.0194207,0.185454
0.0160843,0.153594
0.0133211,0.127207
0.0110326,0.105353
0.00913723,0.0872541
0.00756749,0.0722642
0.00626743,0.0598495
0.00519071,0.0495676
0.00429897,0.0410521
0.00356042,0.0339995
0.00294876,0.0281586
0.00244217,0.023321
0.00202262,0.0193146
0.00167514,0.0159964
0.00138736,0.0132483
0.00114902,0.0109723
0.00095162,0.0090873
0.000788136,0.00752614
0.000652737,0.00623318
0.0005406,0.00516235
0.000447727,0.00427548
0.000370809,0.00354097
0.000307106,0.00293264
0.000254346,0.00242883
0.000210651,0.00201157
0.000174462,0.00166599
0.00014449,0.00137978
0.000119667,0.00114274
9.91089e-05,0.00094642
8.20824e-05,0.000783829
6.7981e-05,0.000649171
5.63021e-05,0.000537646
4.66297e-05,0.000445281
3.86189e-05,0.000368783
3.19843e-05,0.000305428
0.0179284,0.171204
0.0148484,0.141792
0.0296458,0.283096
0.0245527,0.234461
0.0203347,0.194182
0.0168413,0.160822
0.013948,0.133194
0.0115518,0.110312
0.00956725,0.0913605
0.00792364,0.0756652
0.00656239,0.0626662
0.0233369,0.222851
0.0193277,0.184566
0.0160073,0.152859
0.0132573,0.126598
0.0109798,0.104849
0.00909349,0.0868364
0.00753127,0.0719183
0.00623743,0.059563
0.00516586,0.0493304
0.0227516,0.217262
0.018843,0.179937
0.0156059,0.149025
0.0129248,0.123423
0.0107044,0.10222
0.00886543,0.0846587
0.00734239,0.0701146
0.006081,0.0580692
0.00503631,0.0480932
0.00417109,0.039831
0.00345451,0.0329882
0.00286104,0.027321
0.00236953,0.0226273
0.00196245,0.01874
0.00162531,0.0155206
0.00134609,0.0128542
0.0195881,0.187053
0.0162229,0.154918
0.0134359,0.128303
0.0111277,0.106261
0.00921599,0.0880062
0.00763272,0.0728871
0.00632145,0.0603654
0.00523545,0.0499949
0.00433602,0.041406
0.00359111,0.0342926
0.00297417,0.0284013
0.00246322,0.0235221
0.00204005,0.0194811
0.00168958,0.0161343
0.00139932,0.0133625
0.00115892,0.0110669
0.0194331,0.185572
0.0160946,0.153692
0.0133296,0.127288
0.0110396,0.105421
0.00914306,0.0873097
0.00757232,0.0723103
0.00627142,0.0598877
0.00519402,0.0495992
0.00430171,0.0410783
0.00356269,0.0340212
0.00295064,0.0281765
0.00244373,0.0233359
0.00202391,0.0193269
0.00167621,0.0160066
0.00138824,0.0132567
0.00114975,0.0109793
0.000952227,0.00909309
0.000788638,0.00753094
0.0191264,0.182644
0.0158406,0.151266
0.0131192,0.125279
0.0108654,0.103757
0.00899877,0.0859319
0.00745282,0.0711692
0.00617246,0.0589426
0.00511205,0.0488165
0.00423382,0.04043
0.0214084,0.204435
0.0177305,0.169314
0.0148216,0.141536
0.0122988,0.117445
0.0102095,0.0974935
0.0084791,0.0809694
0.0069089,0.0659751
0.00572198,0.0546409
0.00473896,0.0452538
0.0223981,0.213886
0.0370235,0.353548
0.030663,0.29281
0.0253952,0.242506
0.0210324,0.200845
0.0174191,0.166341
0.0144266,0.137764
0.0119482,0.114097
0.00989553,0.0944953
0.00819552,0.0782614
0.0246895,0.235767
0.0204479,0.195263
0.0169351,0.161718
0.0140257,0.133936
0.0116161,0.110926
0.00962054,0.0918693
0.026441,0.252493
0.0218986,0.209116
0.0181365,0.173191
0.0150207,0.143437
0.0124402,0.118795
0.010303,0.0983868
0.00853302,0.0814843
0.00706708,0.0674857
0.00585299,0.0558919
0.00484747,0.0462899
0.00401469,0.0383375
0.00332499,0.0317513
0.00275377,0.0262965
0.00228068,0.0217789
0.00188887,0.0180374
0.00156437,0.0149386
0.00129562,0.0123722
0.0195463,0.186653
0.0161883,0.154587
0.0134072,0.12803
0.0111039,0.106035
0.00919632,0.0878184
0.00761643,0.0727316
0.00630796,0.0602366
0.00522428,0.0498882
0.0222287,0.212268
0.0357582,0.341465
0.0296151,0.282803
0.0245273,0.234219
0.0203136,0.193981
0.0168238,0.160656
0.0139336,0.133056
0.0294418,0.281148
0.0243838,0.232848
0.0201948,0.192846
0.0167254,0.159716
0.013852,0.132277
0.0114723,0.109553
0.00950142,0.0907318
0.00786911,0.0751445
0.00651723,0.062235
0.0053976,0.0515433
0.0229436,0.219095
0.019002,0.181455
0.0157375,0.150282
-0.00486806,-0.0464866
-0.00403175,-0.0385004
-0.00333911,-0.0318862
-0.00276547,-0.0264082
-0.00229037,-0.0218714
-0.00189689,-0.018114
-0.00157102,-0.0150021
-0.00130112,-0.0124248
-0.00107759,-0.0102903
-0.000892468,-0.00852244
-0.000739146,-0.00705832
-0.000612164,-0.00584573
-0.000506997,-0.00484146
-0.000419897,-0.00400972
-0.00034776,-0.00332087
-0.000288016,-0.00275035
-0.000238536,-0.00227785
-0.000197557,-0.00188653
-0.000163617,-0.00156243
-0.000135509,-0.00129401
-0.000112229,-0.00107171
-9.29484e-05,-0.000887591
-7.69802e-05,-0.000735107
-6.37553e-05,-0.000608819
-0.0185261,-0.176911
-0.0153434,-0.146518
-0.0127074,-0.121347
-0.0105244,-0.1005
-0.00871631,-0.0832347
-0.00721889,-0.0689353
-0.00597871,-0.0570925
-0.0049516,-0.0472843
-0.00410093,-0.039161
-0.00339641,-0.0324333
-0.00281292,-0.0268614
-0.00232967,-0.0222467
-0.00192944,-0.0184248
-0.00159797,-0.0152595
-0.00132345,-0.012638
-0.00109609,-0.0104668
-0.000907783,-0.00866869
-0.000751829,-0.00717944
-0.000622668,-0.00594604
-0.000515696,-0.00492454
-0.000427102,-0.00407852
-0.000925061,-0.00883368
-0.000766139,-0.00731609
-0.000634519,-0.00605921
-0.000525512,-0.00501827
-0.000435231,-0.00415615
0.0175415,0.167509
0.0145279,0.138731
0.0120321,0.114898
0.00996502,0.0951589
0.00825307,0.078811
0.00683523,0.0652716
0.00566096,0.0540582
0.00468843,0.0447713
0.00388298,0.0370797
0.0205642,0.196373
0.0170313,0.162637
0.0141054,0.134697
0.0116822,0.111556
0.00967522,0.0923915
0.00801306,0.076519
0.00663645,0.0633734
0.00549633,0.0524861
0.00455209,0.0434692
0.00377006,0.0360014
0.00312238,0.0298165
0.00258596,0.0246941
0.00214171,0.0204518
0.00177377,0.0169383
0.00146904,0.0140283
0.00121667,0.0116183
0.00100765,0.00962235
0.00083454,0.00796927
0.000691169,0.00660018
0.000572429,0.0054663
0.000474088,0.00452721
0.000392642,0.00374945
-0.0181481,-0.173301
-0.0150303,-0.143529
-0.0124482,-0.118871
-0.0103096,-0.0984496
-0.00853847,-0.0815364
-0.0249735,-0.23848
-0.0206832,-0.19751
-0.0171299,-0.163578
-0.0141871,-0.135476
-0.0117498,-0.112202
-0.00973121,-0.0929262
-0.00805943,-0.0769619
-0.00667486,-0.0637402
-0.0240014,-0.229197
-0.0198781,-0.189822
-0.0164631,-0.157211
-0.0136348,-0.130203
-0.0112924,-0.107834
-0.00935241,-0.089309
-0.00774571,-0.0739661
-0.00641503,-0.061259
-0.00531295,-0.050735
-0.00440021,-0.0420189
-0.00364427,-0.0348002
-0.0030182,-0.0288217
-0.00249969,-0.0238702
-0.00207025,-0.0197694
-0.00171459,-0.0163731
-0.00142003,-0.0135603
-0.00117608,-0.0112307
-0.0194473,-0.185708
-0.0161063,-0.153804
-0.0133393,-0.127381
-0.0110477,-0.105498
-0.00914974,-0.0873736
-0.00757785,-0.0723632
-0.00627601,-0.0599315
-0.00519782,-0.0496355
-0.00430485,-0.0411083
-0.0035653,-0.0340461
-0.00295279,-0.0281971
-0.00244552,-0.023353
-0.00202539,-0.019341
-0.00167743,-0.0160183
-0.00138926,-0.0132664
-0.0190525,-0.181938
-0.0157794,-0.150682
-0.0130685,-0.124795
-0.0108234,-0.103356
-0.008964,-0.0855999
-0.00742402,-0.0708942
-0.00614861,-0.0587149
-0.0050923,-0.0486279
-0.00421747,-0.0402738
-0.00349292,-0.033355
-0.00289285,-0.0276247
-0.00239587,-0.0228789
-0.00198427,-0.0189484
-0.00164338,-0.0156931
-0.00136106,-0.0129971
-0.00112723,-0.0107643
-0.000933579,-0.00891502
-0.0186751,-0.178334
-0.0154668,-0.147697
-0.0128097,-0.122323
-0.010609,-0.101309
-0.00878644,-0.0839043
-0.00727697,-0.0694899
-0.00602682,-0.0575518
-0.0234647,-0.224071
-0.0194336,-0.185577
-0.016095,-0.153695
-0.0133299,-0.127291
-0.0110399,-0.105423
-0.00914328,-0.0873119
-0.0260458,-0.248719
-0.0215712,-0.20599
-0.0178654,-0.170602
-0.0147962,-0.141293
-0.0122543,-0.117019
0.00775291,0.0740348
0.00642099,0.0613159
0.00531789,0.0507821
0.0044043,0.042058
0.00364766,0.0348326
0.00302101,0.0288485
-0.0159712,-0.152514
0.00467447,0.0446379
0.00387142,0.0369693
0.00320632,0.0306181
0.00265549,0.0253581
0.00219929,0.0210017
0.00182146,0.0173937
0.00150854,0.0144055
0.00124938,0.0119307
0.00103474,0.00988105
0.0187589,0.179134
0.0155362,0.14836
0.0128671,0.122872
0.0106566,0.101763
0.00882586,0.0842808
0.00730962,0.0698017
0.00605385,0.05781
0.00501383,0.0478785
0.00415247,0.0396532
0.00343909,0.0328409
-0.015625,-0.149208
-0.0129407,-0.123574
-0.0107175,-0.102345
-0.0088763,-0.0847624
-0.00735139,-0.0702006
-0.00608845,-0.0581404
-0.00504248,-0.0481521
-0.0041762,-0.0398798
-0.00345875,-0.0330286
-0.00286455,-0.0273544
-0.00237243,-0.0226551
-0.0204381,-0.19517
-0.0169269,-0.16164
-0.014019,-0.133871
-0.0116106,-0.110873
-0.0275178,-0.262776
-0.0227904,-0.217632
-0.0188751,-0.180244
-0.0335344,-0.32023
-0.0277733,-0.265215
-0.023002,-0.219653
-0.0369522,-0.352868
-0.030604,-0.292247
-0.0253464,-0.24204
-0.020992,-0.200458
-0.0173856,-0.166021
-0.049649,-0.474113
-0.0411195,-0.392663
-0.0340554,-0.325205
-0.0282048,-0.269336
-0.0233593,-0.223065
-0.0193463,-0.184744
-0.0160227,-0.153005
-0.0317433,-0.303126
-0.0262899,-0.251051
-0.0217734,-0.207921
-0.0180329,-0.172201
-0.0149349,-0.142618
-0.0123691,-0.118117
-0.0102442,-0.0978246
-0.00848426,-0.0810188
-0.0070267,-0.0671001
-0.00581955,-0.0555726
-0.00481977,-0.0460254
-0.00399176,-0.0381185
0.0145959,0.139381
0.0120884,0.115436
0.0100117,0.0956045
0.00829171,0.07918
0.00686723,0.0655772
0.0235894,0.225262
0.0195368,0.186563
0.0161805,0.154512
0.030749,0.293631
0.0433684,0.414138
0.0359179,0.342991
0.0297473,0.284066
0.0246369,0.235265
0.0204044,0.194847
0.0348009,0.332324
0.0288223,0.275232
0.0238707,0.227948
0.0197698,0.188788
0.0163734,0.156355
0.0135606,0.129494
0.0112309,0.107247
0.00930149,0.0888227
0.00770353,0.0735633
0.0063801,0.0609255
0.0054211,0.0517677
0.00451333,0.0430991
0.00376151,0.0359197
0.00313884,0.0299738
0.00248608,0.0237403
0.00205898,0.0196618
0.00170525,0.016284
0.0014123,0.0134865
0.00116967,0.0111695
0.000968727,0.00925066
0.000802304,0.00766144
0.000664471,0.00634523
0.000550318,0.00525515
-0.0180175,-0.172054
-0.0149222,-0.142496
-0.0123586,-0.118016
-0.0102354,-0.0977412
-0.00847703,-0.0809497
-0.00702071,-0.0670429
-0.00581458,-0.0555252
-0.00481566,-0.0459862
-0.00398835,-0.038086
-0.00330317,-0.0315429
-0.0027357,-0.026124
-0.020739,-0.198043
-0.0171761,-0.16402
-0.0142253,-0.135842
-0.0117815,-0.112505
-0.00975747,-0.0931769
-0.00808117,-0.0771695
-0.00669286,-0.0639121
-0.00554306,-0.0529323
-0.00459078,-0.0438387
-0.0038021,-0.0363074
-0.00314892,-0.03007
-0.00260795,-0.0249041
-0.00215991,-0.0206257
-0.00178885,-0.0170823
-0.00148153,-0.0141476
-0.00122701,-0.0117171
-0.00101622,-0.00970415
-0.000841634,-0.00803701
-0.000697045,-0.00665629
0.017896,0.170894
0.0148215,0.141535
0.0122752,0.11722
0.0101664,0.097082
0.00841986,0.0804037
0.00697336,0.0665907
0.00577537,0.0551507
0.00478318,0.045676
0.00396145,0.0378291
0.00328089,0.0313302
-0.0151847,-0.145003
-0.012576,-0.120092
-0.0104155,-0.0994608
-0.00862617,-0.0823738
-0.0244925,-0.233886
-0.0202848,-0.193705
-0.0167999,-0.160428
-0.0139138,-0.132867
-0.0115235,-0.110041
-0.00954377,-0.0911363
-0.00790419,-0.0754795
-0.00654629,-0.0625124
-0.00542166,-0.0517731
-0.00449024,-0.0428787
-0.00371884,-0.0355123
-0.00307996,-0.0294114
-0.0204528,-0.195309
-0.0169391,-0.161756
-0.014029,-0.133967
-0.0116189,-0.110952
-0.0096228,-0.091891
-0.00796965,-0.0761045
-0.00660049,-0.0630301
-0.00546656,-0.0522018
-0.00452742,-0.0432337
-0.00374963,-0.0358063
-0.00310546,-0.029655
-0.00257196,-0.0245604
-0.0021301,-0.020341
-0.00176416,-0.0168465
-0.00146109,-0.0139523
-0.00121008,-0.0115554
-0.00100219,-0.00957022
-0.000830019,-0.0079261
-0.000687425,-0.00656443
-0.000569329,-0.00543669
-0.00047152,-0.00450269
-0.000390515,-0.00372914
-0.000323426,-0.00308849
-0.000267863,-0.0025579
-0.000221845,-0.00211847
-0.000183733,-0.00175452
-0.000152169,-0.0014531
-0.000126027,-0.00120347
0.0177976,0.169954
0.01474,0.140757
0.0122077,0.116575
0.0101105,0.0965481
0.00837356,0.0799616
0.00693501,0.0662245
0.00574361,0.0548474
0.00475688,0.0454249
0.00393967,0.0376211
0.00326285,0.0311579
0.0027023,0.0258051
0.00223806,0.0213719
0.00185357,0.0177003
0.00153514,0.0146595
0.00127141,0.012141
0.00105298,0.0100552
0.000872085,0.0083278
0.000722265,0.00689712
0.000598183,0.00571222
0.000495417,0.00473089
0.000410307,0.00391814
0.000339818,0.00324502
0.000281438,0.00268754
0.000233088,0.00222583
0.000193045,0.00184344
0.000159881,0.00152675
-0.0183408,-0.175142
-0.01519,-0.145053
-0.0125804,-0.120134
-0.0104191,-0.0994954
-0.00862917,-0.0824025
-0.00714672,-0.0682461
-0.00591894,-0.0565217
-0.00490209,-0.0468115
-0.00405993,-0.0387695
-0.00336245,-0.0321091
-0.0027848,-0.0265929
-0.00230638,-0.0220243
-0.00191015,-0.0182406
-0.001582,-0.015107
-0.00131022,-0.0125117
-0.00108513,-0.0103622
-0.000898707,-0.00858202
-0.000744313,-0.00710766
-0.000616443,-0.0058866
-0.000510541,-0.0048753
-0.000422832,-0.00403775
-0.000350191,-0.00334408
-0.00029003,-0.00276958
-0.000240204,-0.00229378
-0.000198938,-0.00189972
-0.000164761,-0.00157335
0.0177655,0.169648
0.0147134,0.140503
0.0121857,0.116365
0.0100923,0.0963741
0.00835846,0.0798174
0.00692251,0.0661051
0.00573325,0.0547485
0.0047483,0.045343
0.00393257,0.0375532
0.00325697,0.0311017
0.00269743,0.0257586
0.00223403,0.0213334
0.00185023,0.0176684
0.00153237,0.014633
0.00126911,0.0121191
0.00105108,0.0100371
-0.0176027,-0.168094
-0.0145787,-0.139216
-0.0120741,-0.115299
-0.00999983,-0.0954914
-0.0082819,-0.0790863
-0.00685911,-0.0654997
-0.00568074,-0.0542471
-0.00470481,-0.0449277
-0.00389655,-0.0372093
-0.00322714,-0.0308169
-0.00267273,-0.0255227
-0.00221356,-0.021138
-0.00183328,-0.0175066
-0.00151833,-0.014499
-0.00125749,-0.0120081
-0.0195147,-0.186352
-0.0161622,-0.154337
-0.0133856,-0.127823
-0.011086,-0.105863
-0.00918147,-0.0876765
-0.00760413,-0.0726141
-0.00629777,-0.0601393
-0.00521584,-0.0498076
-0.00431978,-0.0412509
-0.00357766,-0.0341641
-0.00296303,-0.0282949
-0.002454,-0.0234339
-0.00203241,-0.0194081
-0.00168325,-0.0160739
-0.00139407,-0.0133124
-0.00115458,-0.0110254
-0.000956227,-0.00913129
-0.000791951,-0.00756258
-0.000655897,-0.00626336
-0.000543217,-0.00518734
-0.000449895,-0.00429618
-0.000372604,-0.00355811
-0.000308593,-0.00294684
-0.000255578,-0.00244059
-0.00021167,-0.0020213
-0.000175306,-0.00167405
-0.000145189,-0.00138646
-0.000120247,-0.00114827
-9.95887e-05,-0.000951002
-8.24798e-05,-0.000787624
-6.83101e-05,-0.000652313
-5.65747e-05,-0.000540249
-4.68554e-05,-0.000447436
-3.88058e-05,-0.000370569
-3.21392e-05,-0.000306906
-2.66178e-05,-0.000254181
-2.2045e-05,-0.000210514
-1.82577e-05,-0.000174349
-1.51211e-05,-0.000144396
-1.25234e-05,-0.000119589
-1.03719e-05,-9.90445e-05
-8.59007e-06,-8.20291e-05
-7.11433e-06,-6.79368e-05
-0.0184792,-0.176463
-0.0153045,-0.146147
-0.0126753,-0.12104
-0.0104977,-0.100246
-0.00869424,-0.0830239
-0.00720061,-0.0687607
-0.00596357,-0.0569479
-0.00493906,-0.0471645
-0.00409055,-0.0390619
-0.00338781,-0.0323512
-0.0028058,-0.0267934
-0.00232377,-0.0221904
0.0165487,0.158028
0.0137057,0.13088
0.0113511,0.108395
0.00940105,0.0897734
0.00778599,0.0743507
0.00644839,0.0615775
0.00534058,0.0509988
0.00442309,0.0422374
0.00366322,0.0349812
0.0030339,0.0289716
0.00251269,0.0239944
0.00208102,0.0198722
0.00172351,0.0164583
0.00142742,0.0136308
0.00118219,0.0112891
0.018881,0.180301
0.0156373,0.149326
0.0129509,0.123672
0.010726,0.102426
0.00888332,0.0848294
0.0073572,0.0702561
0.00609327,0.0581864
0.00504647,0.0481902
0.00417951,0.0399113
0.00346148,0.0330547
0.00286682,0.0273761
0.00237431,0.022673
0.00196641,0.0187779
0.00162859,0.0155519
0.00134881,0.0128801
0.00111709,0.0106674
0.000925176,0.00883478
0.000766234,0.007317
0.000634599,0.00605997
0.000525577,0.00501889
0.000435285,0.00415667
0.000360505,0.00344257
0.000298572,0.00285115
0.000247278,0.00236134
0.000204797,0.00195567
0.000169614,0.00161969
0.000140475,0.00134144
0.000116342,0.00111098
9.63548e-05,0.00092012
7.98014e-05,0.000762048
6.60919e-05,0.000631131
5.47376e-05,0.000522705
4.53339e-05,0.000432907
3.75457e-05,0.000358535
3.10955e-05,0.00029694
2.57534e-05,0.000245927
2.13291e-05,0.000203678
1.76649e-05,0.000168687
1.46301e-05,0.000139707
1.21167e-05,0.000115706
1.00351e-05,9.58283e-05
8.31112e-06,7.93654e-05
0.0184801,0.176472
0.0153053,0.146155
0.0126759,0.121046
0.0104983,0.100251
0.00869471,0.0830283
0.00720099,0.0687644
0.00596389,0.056951
0.0228412,0.218118
0.0189172,0.180646
0.0156673,0.149612
0.0129757,0.123909
0.0107466,0.102622
0.00890035,0.084992
0.0073713,0.0703908
0.00610495,0.0582979
0.00505614,0.0482826
0.00418752,0.0399878
-0.0144338,-0.137833
-0.0119541,-0.114154
-0.00990047,-0.0945425
-0.00819961,-0.0783005
0.0116823,0.111558
0.00967534,0.0923927
0.00801316,0.07652
0.00663653,0.0633742
0.0054964,0.0524868
0.00455214,0.0434698
0.0037701,0.0360018
0.00312242,0.0298169
0.002586,0.0246945
0.00214173,0.0204521
0.00177379,0.0169385
0.00146906,0.0140285
0.00121668,0.0116185
0.00100766,0.00962247
0.000834551,0.00796937
0.000691178,0.00660027
0.000572437,0.00546637
0.000474095,0.00452727
0.000392647,0.0037495
0.000325192,0.00310535
0.0188797,0.180287
0.0156598,0.14954
-0.00548023,-0.0523323
-0.00465228,-0.044426
-0.00385303,-0.0367938
-0.0031911,-0.0304728
-0.00264288,-0.0252377
-0.00218885,-0.0209019
-0.00181281,-0.0173111
-0.00150138,-0.0143371
-0.00124345,-0.011874
-0.00102983,-0.00983413
-0.000852908,-0.00814467
-0.000706382,-0.00674545
-0.000585029,-0.00558661
0.0179887,0.17178
0.0148983,0.142269
0.0123389,0.117828
-0.00825415,-0.0788214
-0.00683612,-0.0652802
-0.00566171,-0.0540653
-0.00468905,-0.0447771
-0.00388349,-0.0370846
-0.00321632,-0.0307136
-0.00266377,-0.0254372
-0.00220615,-0.0210672
-0.00182714,-0.0174479
-0.00151325,-0.0144504
-0.00125328,-0.0119679
-0.00103797,-0.00991187
-0.00085965,-0.00820905
-0.000711966,-0.00679877
-0.000589653,-0.00563077
-0.000488353,-0.00466343
-0.000404456,-0.00386227
-0.000334972,-0.00319875
-0.000277425,-0.00264922
-0.000229765,-0.00219409
-0.000190292,-0.00181716
-0.000157601,-0.00150498
-0.000130526,-0.00124643
-0.000108102,-0.0010323
-8.95305e-05,-0.000854953
