ref-hip,ref-knee,ref-ankle,link-hip,link-knee,link-ankle,motor-hip,motor-knee,motor-ankle,tau-m1,tau-m2,tau-m3,tau-dyn-1,tau-dyn-2,tau-dyn-3
-0.122867,-0.320767,0.147585,-0.071426,-0.151624,0.141654,0,0,0,-0.0009,-0.0018,0.0039,2.36619,-3.50487,-9.33919
-0.122903,-0.321512,0.146656,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0009,0.0018,2.40443,-3.53616,-9.35679
-0.122936,-0.322261,0.145718,-0.071426,-0.151624,0.141654,0,0,0,0,0,0.0009,2.44259,-3.56746,-9.37343
-0.122966,-0.323013,0.144771,-0.071426,-0.151624,0.141654,0,0,0,0.0009,-0.0009,0.0018,2.48067,-3.59876,-9.38908
-0.122995,-0.323769,0.143815,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0018,0,2.51865,-3.63007,-9.40375
-0.12302,-0.324528,0.142849,-0.071426,-0.151624,0.141654,0,0,0,0,0,0,2.55652,-3.66138,-9.41741
-0.123043,-0.325291,0.141873,-0.071426,-0.151624,0.141654,-0.0010472,0,0,0.0039,0,0,2.59428,-3.69268,-9.43006
-0.123064,-0.326058,0.140889,-0.071426,-0.151624,0.141654,-0.0010472,0,0,0.003,0,0.006,2.63193,-3.72396,-9.44168
-0.123082,-0.326828,0.139894,-0.071426,-0.151624,0.141654,-0.0010472,0,0,-0.0009,0.0018,0.0009,2.66944,-3.75523,-9.45228
-0.123097,-0.327603,0.138891,-0.071426,-0.151624,0.141654,-0.0010472,0,0,0,-0.0018,0.006,2.70682,-3.78648,-9.46182
-0.12311,-0.32838,0.137878,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0.0048,2.74405,-3.8177,-9.47032
-0.123119,-0.329162,0.136855,-0.071426,-0.151624,0.141654,0,0,0,0.003,-0.0009,0.003,2.78113,-3.84888,-9.47775
-0.123126,-0.329948,0.135823,-0.071426,-0.151624,0.141654,0,0,0,0.0039,0,0.0009,2.81805,-3.88002,-9.48411
-0.12313,-0.330737,0.134781,-0.071426,-0.151624,0.141654,0,0,0,0.003,0,0,2.8548,-3.91113,-9.48939
-0.123132,-0.331531,0.13373,-0.071426,-0.151624,0.141654,0,0,0,0,0,0,2.89138,-3.94218,-9.49357
-0.12313,-0.332328,0.13267,-0.071426,-0.151624,0.141654,0,0,0,0,0,0,2.92777,-3.97317,-9.49666
-0.123126,-0.33313,0.1316,-0.071426,-0.151624,0.141654,-0.0010472,0,0,0.0018,0.0009,0.0039,2.96398,-4.00411,-9.49863
-0.123118,-0.333935,0.13052,-0.071426,-0.151624,0.141654,-0.0010472,0,0,0.0018,0,0.0039,2.99998,-4.03498,-9.49949
-0.123108,-0.334744,0.129431,-0.071426,-0.151624,0.141654,-0.0010472,0,0,0.0009,0.0009,0.0039,3.03577,-4.06579,-9.49922
-0.123094,-0.335558,0.128332,-0.071426,-0.151624,0.141654,-0.0010472,0,0,0.0018,0,0.0009,3.07135,-4.09651,-9.49781
-0.123078,-0.336375,0.127224,-0.071426,-0.151624,0.141654,0,0,0,-0.006,0,0,3.10671,-4.12715,-9.49526
-0.123058,-0.337197,0.126107,-0.071426,-0.151624,0.141654,0,0,0,0.0039,0,0,3.14184,-4.15771,-9.49156
-0.123035,-0.338023,0.12498,-0.071426,-0.151624,0.141654,0,0,0,0,-0.003,0,3.17673,-4.18817,-9.4867
-0.123009,-0.338853,0.123843,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0018,0.006,3.21137,-4.21854,-9.48067
-0.12298,-0.339687,0.122697,-0.071426,-0.151624,0.141654,0,0,0,0.0009,-0.0018,0.003,3.24576,-4.2488,-9.47347
-0.122948,-0.340525,0.121542,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0018,0.0018,3.27989,-4.27896,-9.46508
-0.122912,-0.341368,0.120377,-0.071426,-0.151624,0.141654,0,0,0,-0.0009,0,0,3.31376,-4.309,-9.45551
-0.122873,-0.342215,0.119202,-0.071426,-0.151624,0.141654,0,0,0,0.003,-0.0018,-0.0009,3.34734,-4.33892,-9.44473
-0.12283,-0.343067,0.118018,-0.071426,-0.151624,0.141654,0,0,0,0.0009,-0.0009,0.0009,3.38065,-4.36871,-9.43276
-0.122785,-0.343923,0.116825,-0.071426,-0.151624,0.141654,0,0,0,0.003,0,0,3.41366,-4.39838,-9.41957
-0.122736,-0.344783,0.115622,-0.071426,-0.151624,0.141654,0,0,0,0,0,0.003,3.44638,-4.4279,-9.40517
-0.122683,-0.345647,0.11441,-0.071426,-0.151624,0.141654,0,0,0,0,0,0.003,3.4788,-4.45729,-9.38954
-0.122627,-0.346516,0.113189,-0.071426,-0.151624,0.141654,-0.0010472,0,0,0.0009,0,0.0009,3.5109,-4.48653,-9.37269
-0.122567,-0.34739,0.111958,-0.071426,-0.151624,0.141654,-0.0010472,0,0,0.006,0,0.0018,3.54268,-4.51561,-9.3546
-0.122504,-0.348268,0.110718,-0.071426,-0.151624,0.141654,-0.0010472,0,0,-0.0009,0,-0.0009,3.57414,-4.54454,-9.33528
-0.122437,-0.349151,0.109468,-0.071426,-0.151624,0.141654,-0.0010472,0,0,0.0018,0,0,3.60526,-4.5733,-9.3147
-0.122367,-0.350038,0.108209,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0.0009,3.63605,-4.60189,-9.29288
-0.122293,-0.35093,0.106941,-0.071426,-0.151624,0.141654,0,0,0,0.0009,0,0.0048,3.66649,-4.63031,-9.2698
-0.122215,-0.351826,0.105664,-0.071426,-0.151624,0.141654,0,0,0,0,0,0.0018,3.69658,-4.65854,-9.24546
-0.122134,-0.352727,0.104377,-0.071426,-0.151624,0.141654,0,0,0,0.0039,0.0018,0.0018,3.72631,-4.68659,-9.21986
-0.122049,-0.353633,0.103081,-0.071426,-0.151624,0.141654,0,0,0,0.0009,-0.0018,0,3.75567,-4.71445,-9.19299
-0.12196,-0.354543,0.101776,-0.071426,-0.151624,0.141654,0,0,0,-0.0009,0,0.006,3.78466,-4.7421,-9.16484
-0.121867,-0.355458,0.100462,-0.071426,-0.151624,0.141654,0,0,0,-0.0018,0,0,3.81327,-4.76956,-9.13542
-0.121771,-0.356378,0.0991383,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0,3.84149,-4.79681,-9.10472
-0.121671,-0.357303,0.0978058,-0.071426,-0.151624,0.141654,0,0,0,0.003,-0.003,0.003,3.86932,-4.82384,-9.07273
-0.121567,-0.358233,0.0964643,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0018,0.0039,3.89676,-4.85065,-9.03946
-0.121459,-0.359167,0.0951137,-0.071426,-0.151624,0.141654,0,0,0,-0.0018,-0.0018,0.003,3.92378,-4.87724,-9.00489
-0.121347,-0.360107,0.093754,-0.071426,-0.151624,0.141654,0,0,0,0,0,-0.003,3.9504,-4.90359,-8.96904
-0.121231,-0.361051,0.0923855,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0018,0,3.97661,-4.92971,-8.93189
-0.121111,-0.362,0.0910079,-0.071426,-0.151624,0.141654,0,0,0,0,0,0,4.00239,-4.95559,-8.89344
-0.120987,-0.362954,0.0896215,-0.071426,-0.151624,0.141654,0,0,0,0.0009,-0.0018,0.0009,4.02774,-4.98122,-8.85369
-0.120859,-0.363913,0.0882263,-0.071426,-0.151624,0.141654,0,0,0,0.0009,0,0,4.05266,-5.00659,-8.81264
-0.120727,-0.364877,0.0868222,-0.071426,-0.151624,0.141654,0,0,0,0,0,0,4.07714,-5.03171,-8.77028
-0.120591,-0.365846,0.0854093,-0.071426,-0.151624,0.141654,0,0,0,0,0,-0.0009,4.10117,-5.05656,-8.72663
-0.120451,-0.366821,0.0839878,-0.071426,-0.151624,0.141654,0,0,0,0.0009,0.0018,0.003,4.12476,-5.08114,-8.68166
-0.120307,-0.3678,0.0825575,-0.071426,-0.151624,0.141654,0,0,0,0.0048,0,0.003,4.14789,-5.10545,-8.6354
-0.120158,-0.368784,0.0811186,-0.071426,-0.151624,0.141654,0,0,0,0,0,0.0048,4.17055,-5.12947,-8.58782
-0.120006,-0.369774,0.0796711,-0.071426,-0.151624,0.141654,0,0,0,0,0,0.003,4.19276,-5.15321,-8.53894
-0.119849,-0.370769,0.0782151,-0.071426,-0.151624,0.141654,0,0,0,-0.0009,0,-0.003,4.21449,-5.17666,-8.48875
-0.119688,-0.371768,0.0767506,-0.071426,-0.151624,0.141654,0,0,0,0.0048,0,0,4.23574,-5.19981,-8.43725
-0.119523,-0.372773,0.0752777,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0,4.25651,-5.22266,-8.38445
-0.119353,-0.373784,0.0737963,-0.071426,-0.151624,0.141654,0,0,0,0,0,0,4.2768,-5.2452,-8.33034
-0.11918,-0.374799,0.0723067,-0.071426,-0.151624,0.141654,0,0,0,0,0.0018,0,4.2966,-5.26743,-8.27492
-0.119001,-0.37582,0.0708087,-0.071426,-0.151624,0.141654,0,0,0,0.0018,-0.0018,0.0039,4.3159,-5.28934,-8.2182
-0.118819,-0.376846,0.0693026,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0,4.3347,-5.31093,-8.16018
-0.118632,-0.377877,0.0677883,-0.071426,-0.151624,0.141654,0,0,0,0,0,0.0009,4.35299,-5.33218,-8.10086
-0.118441,-0.378914,0.0662659,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0018,0,4.37078,-5.35311,-8.04023
-0.118246,-0.379956,0.0647354,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0018,0,4.38806,-5.37369,-7.97831
-0.118046,-0.381004,0.063197,-0.071426,-0.151624,0.141654,0,0,0,-0.003,-0.003,0,4.40482,-5.39393,-7.9151
-0.117842,-0.382056,0.0616506,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0,4.42106,-5.41381,-7.85059
-0.117633,-0.383115,0.0600964,-0.071426,-0.151624,0.141654,0,0,0,0.0018,-0.0018,0,4.43677,-5.43335,-7.78479
-0.11742,-0.384178,0.0585345,-0.071426,-0.151624,0.141654,0,0,0,-0.0018,0,0.0018,4.45196,-5.45252,-7.71771
-0.117203,-0.385248,0.0569648,-0.071426,-0.151624,0.141654,0,0,0,0,0.0009,-0.0009,4.46661,-5.47133,-7.64934
-0.116981,-0.386322,0.0553874,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0.0009,4.48073,-5.48976,-7.57969
-0.116754,-0.387402,0.0538025,-0.071426,-0.151624,0.141654,0,0,0,0.0009,0,0,4.49432,-5.50783,-7.50877
-0.116523,-0.388488,0.05221,-0.071426,-0.151624,0.141654,0,0,0,0.006,0,0.0009,4.50736,-5.52551,-7.43658
-0.116288,-0.389579,0.0506102,-0.071426,-0.151624,0.141654,0,0,0,-0.0009,0.0018,0.003,4.51985,-5.5428,-7.36312
-0.116048,-0.390676,0.0490029,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0.0009,4.5318,-5.55971,-7.28839
-0.115803,-0.391778,0.0473884,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0009,0.0078,4.54319,-5.57622,-7.21241
-0.115554,-0.392886,0.0457667,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0009,0,4.55404,-5.59232,-7.13517
-0.1153,-0.393999,0.0441378,-0.071426,-0.151624,0.141654,0,0,0,0.0009,0,0,4.56432,-5.60803,-7.05669
-0.115042,-0.395118,0.0425019,-0.071426,-0.151624,0.141654,0,0,0,0.0039,-0.0018,0.003,4.57405,-5.62332,-6.97697
-0.11478,-0.396243,0.040859,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0.0018,4.58321,-5.6382,-6.896
-0.114512,-0.397373,0.0392092,-0.071426,-0.151624,0.141654,0,0,0,0.006,-0.0018,0,4.59181,-5.65266,-6.81381
-0.11424,-0.398509,0.0375526,-0.071426,-0.151624,0.141654,0,0,0,0,0,0,4.59985,-5.6667,-6.7304
-0.113964,-0.39965,0.0358892,-0.071426,-0.151624,0.141654,0,0,0,0.0039,0,0.0039,4.60732,-5.6803,-6.64577
-0.113683,-0.400798,0.0342192,-0.071426,-0.151624,0.141654,0,0,0,0.003,-0.0039,0.0039,4.61422,-5.69348,-6.55992
-0.113397,-0.401951,0.0325427,-0.071426,-0.151624,0.141654,0,0,0,0,0,0,4.62054,-5.70621,-6.47288
-0.113106,-0.403109,0.0308596,-0.071426,-0.151624,0.141654,0,0,0,0.0009,-0.0018,0.0009,4.62629,-5.71851,-6.38463
-0.112811,-0.404274,0.0291702,-0.071426,-0.151624,0.141654,0,0,0,0.0009,0,0.0018,4.63147,-5.73035,-6.2952
-0.112512,-0.405444,0.0274745,-0.071426,-0.151624,0.141654,0,0,0,0.0018,-0.0009,0.0048,4.63607,-5.74175,-6.20459
-0.112207,-0.40662,0.0257726,-0.071426,-0.151624,0.141654,0,0,0,0.0009,-0.0018,0,4.64009,-5.75269,-6.11281
-0.111899,-0.407801,0.0240646,-0.071426,-0.151624,0.141654,0,0,0,-0.0009,0,0,4.64354,-5.76317,-6.01986
-0.111585,-0.408989,0.0223506,-0.071426,-0.151624,0.141654,0,0,0,-0.0018,0,0,4.6464,-5.77318,-5.92575
-0.111267,-0.410182,0.0206306,-0.071426,-0.151624,0.141654,0,0,0,-0.0048,0.0018,0.0009,4.64868,-5.78273,-5.8305
-0.110944,-0.411381,0.0189048,-0.071426,-0.151624,0.141654,0,0,0,0,0,0.0039,4.65038,-5.7918,-5.73411
-0.110616,-0.412585,0.0171733,-0.071426,-0.151624,0.141654,0,0,0,0.003,-0.0018,0.0048,4.65149,-5.8004,-5.63659
-0.110284,-0.413796,0.0154361,-0.071426,-0.151624,0.141654,0,0,0,0.0018,-0.0018,0.0048,4.65203,-5.80851,-5.53795
-0.109947,-0.415012,0.0136934,-0.071426,-0.151624,0.141654,0,0,0,-0.0018,0,0.0009,4.65198,-5.81614,-5.4382
-0.109606,-0.416234,0.0119453,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0018,0.0018,4.65134,-5.82328,-5.33735
-0.10926,-0.417462,0.0101918,-0.071426,-0.151624,0.141654,0,0,0,0.0009,0.003,0.0009,4.65012,-5.82993,-5.23542
-0.108909,-0.418696,0.00843308,-0.071426,-0.151624,0.141654,0,0,0,0,0.0009,0.0009,4.64832,-5.83608,-5.1324
-0.108554,-0.419936,0.00666923,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0018,0,4.64593,-5.84173,-5.02831
-0.108194,-0.421181,0.00490035,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0048,0.0018,4.64295,-5.84687,-4.92317
-0.107829,-0.422433,0.00312656,-0.071426,-0.151624,0.141654,0,0,0,-0.0018,0.0009,0,4.6394,-5.85151,-4.81697
-0.10746,-0.42369,0.00134794,-0.071426,-0.151624,0.141654,0,0,0,0,0,0,4.63526,-5.85563,-4.70975
-0.107086,-0.424953,-0.000435384,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0,4.63053,-5.85924,-4.6015
-0.106707,-0.426222,-0.00222331,-0.071426,-0.151624,0.141654,0,0,0,0,0.0009,0,4.62522,-5.86233,-4.49223
-0.106324,-0.427496,-0.00401573,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0.0009,4.61933,-5.86489,-4.38197
-0.105936,-0.428777,-0.00581253,-0.071426,-0.151624,0.141654,0,0,0,-0.0009,0,0,4.61286,-5.86693,-4.27072
-0.105544,-0.430064,-0.0076136,-0.071426,-0.151624,0.141654,0.0010472,0,0,0,0,0.0039,4.60582,-5.86844,-4.15849
-0.105146,-0.431356,-0.00941883,-0.071426,-0.151624,0.141654,0.0010472,0,0,0.009,0,0.0018,4.59819,-5.86942,-4.0453
-0.104745,-0.432654,-0.0112281,-0.071426,-0.151624,0.141654,0.0010472,0,0,-0.0018,-0.0009,0,4.58998,-5.86986,-3.93116
-0.104339,-0.433958,-0.0130413,-0.071426,-0.151624,0.141654,0.0010472,0,0,0,-0.003,-0.0018,4.5812,-5.86976,-3.81608
-0.103928,-0.435268,-0.0148583,-0.071426,-0.151624,0.141654,0,0,0,0.0009,0,0,4.57184,-5.86912,-3.70008
-0.103512,-0.436584,-0.0166791,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0009,0,4.56192,-5.86794,-3.58317
-0.103092,-0.437906,-0.0185034,-0.071426,-0.151624,0.141654,0,0,0,0.003,-0.0018,0.0009,4.55142,-5.8662,-3.46536
-0.102668,-0.439233,-0.0203311,-0.071426,-0.151624,0.141654,0,0,0,-0.0018,-0.0048,0.0048,4.54035,-5.86391,-3.34666
-0.102239,-0.440567,-0.0221622,-0.071426,-0.151624,0.141654,0,0,0,0.0039,-0.0009,0,4.52871,-5.86107,-3.2271
-0.101805,-0.441906,-0.0239966,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0.0018,4.51651,-5.85767,-3.10668
-0.101367,-0.443251,-0.025834,-0.071426,-0.151624,0.141654,0,0,0,0,0,0.003,4.50375,-5.85371,-2.98543
-0.100924,-0.444602,-0.0276745,-0.071426,-0.151624,0.141654,0,0,0,0.0009,0,0.0009,4.49043,-5.84919,-2.86335
-0.100477,-0.445959,-0.0295178,-0.071426,-0.151624,0.141654,0,0,0,0,0,0,4.47655,-5.84411,-2.74045
-0.100026,-0.447322,-0.0313638,-0.071426,-0.151624,0.141654,0.0010472,0,0,0.0009,0.0018,0.003,4.46211,-5.83845,-2.61676
-0.0995697,-0.44869,-0.0332125,-0.071426,-0.151624,0.141654,0.0010472,0,0,-0.0009,0,0.0048,4.44712,-5.83223,-2.49229
-0.0991092,-0.450065,-0.0350636,-0.071426,-0.151624,0.141654,0.0010472,0,0,-0.0009,0,0.0039,4.43159,-5.82543,-2.36706
-0.0986443,-0.451445,-0.0369171,-0.071426,-0.151624,0.141654,0,0,0,0,0,0.003,4.4155,-5.81805,-2.24107
-0.098175,-0.452831,-0.0387729,-0.071426,-0.151624,0.141654,0,0,0,0.0039,0,0.0009,4.39888,-5.8101,-2.11435
-0.0977012,-0.454223,-0.0406308,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0009,0.0018,4.38171,-5.80157,-1.98692
-0.0972231,-0.45562,-0.0424906,-0.071426,-0.151624,0.141654,0,0,0,0.0018,-0.003,0.0009,4.36401,-5.79246,-1.85878
-0.0967406,-0.457024,-0.0443523,-0.071426,-0.151624,0.141654,0,0,0,-0.003,0,0.0018,4.34577,-5.78277,-1.72995
-0.0962538,-0.458433,-0.0462158,-0.071426,-0.151624,0.141654,0,0,0,-0.0009,0,0.0018,4.32701,-5.77248,-1.60046
-0.0957627,-0.459848,-0.0480808,-0.071426,-0.151624,0.141654,0.0010472,0,0,0.0039,0,-0.0018,4.30772,-5.76161,-1.47031
-0.0952672,-0.461268,-0.0499473,-0.071426,-0.151624,0.141654,0.0010472,0,0,0,0,0.003,4.2879,-5.75016,-1.33953
-0.0947675,-0.462695,-0.0518152,-0.071426,-0.151624,0.141654,0.0010472,0,0,0,0,0,4.26757,-5.73811,-1.20813
-0.0942634,-0.464127,-0.0536843,-0.071426,-0.151624,0.141654,0.0010472,0,0,0.0018,0,0.0009,4.24673,-5.72546,-1.07612
-0.0937552,-0.465565,-0.0555544,-0.071426,-0.151624,0.141654,0,0,0,0.003,0,0,4.22537,-5.71222,-0.943536
-0.0932427,-0.467009,-0.0574255,-0.071426,-0.151624,0.141654,0,0,0,0.0018,-0.0009,0.0018,4.20351,-5.69839,-0.81038
-0.092726,-0.468458,-0.0592974,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0018,0.0039,4.18115,-5.68396,-0.676674
-0.0922051,-0.469913,-0.0611699,-0.071426,-0.151624,0.141654,0,0,0,-0.0009,0,0,4.15829,-5.66893,-0.542436
-0.0916801,-0.471374,-0.0630431,-0.071426,-0.151624,0.141654,0,0,0,0,0,-0.0009,4.13493,-5.6533,-0.407684
-0.091151,-0.47284,-0.0649166,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0018,0,4.1111,-5.63707,-0.272434
-0.0906177,-0.474312,-0.0667904,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0.003,4.08677,-5.62023,-0.136707
-0.0900803,-0.47579,-0.0686643,-0.071426,-0.151624,0.141654,0.0010472,0,0,0.0009,-0.0009,0.0009,4.06197,-5.60279,-0.000518567
-0.0895389,-0.477273,-0.0705382,-0.071426,-0.151624,0.141654,0.0010472,0,0,0,-0.003,0,4.0367,-5.58475,0.136112
-0.0889934,-0.478762,-0.072412,-0.071426,-0.151624,0.141654,0,0,0,0,0,0,4.01096,-5.5661,0.273165
-0.088444,-0.480256,-0.0742855,-0.071426,-0.151624,0.141654,0,0,0,0.0018,-0.0018,0.0039,3.98476,-5.54685,0.410624
-0.0878905,-0.481756,-0.0761587,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0.0018,3.9581,-5.52698,0.548469
-0.0873331,-0.483262,-0.0780312,-0.071426,-0.151624,0.141654,0,0,0,0,0,0.003,3.93098,-5.50651,0.686682
-0.0867717,-0.484772,-0.0799031,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0009,0.0009,3.90343,-5.48544,0.825244
-0.0862065,-0.486289,-0.0817741,-0.071426,-0.151624,0.141654,0,0,0,0.003,0,0,3.87543,-5.46375,0.964135
-0.0856374,-0.487811,-0.0836442,-0.071426,-0.151624,0.141654,0,0,0,0.0039,0,-0.0009,3.84699,-5.44145,1.10334
-0.0850644,-0.489338,-0.0855132,-0.071426,-0.151624,0.141654,0,0,0,0.0039,0.0009,0.003,3.81813,-5.41855,1.24283
-0.0844876,-0.490871,-0.087381,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0018,0.0009,3.78884,-5.39503,1.3826
-0.083907,-0.492409,-0.0892473,-0.071426,-0.151624,0.141654,0,0,0,0,0,0.0039,3.75913,-5.3709,1.52261
-0.0833227,-0.493953,-0.0911121,-0.071426,-0.151624,0.141654,0,0,0,0.0009,0,0,3.72902,-5.34617,1.66287
-0.0827346,-0.495501,-0.0929753,-0.071426,-0.151624,0.141654,0,0,0,0.0009,0,0.0039,3.69849,-5.32082,1.80333
-0.0821429,-0.497056,-0.0948367,-0.071426,-0.151624,0.141654,0.0010472,0,0,0.003,0,0,3.66757,-5.29486,1.94399
-0.0815474,-0.498615,-0.0966961,-0.071426,-0.151624,0.141654,0.0010472,0,0,-0.0009,0,0.0009,3.63626,-5.2683,2.08482
-0.0809484,-0.50018,-0.0985534,-0.071426,-0.151624,0.141654,0.0010472,0,0,0,0,0.0078,3.60456,-5.24112,2.22581
-0.0803457,-0.50175,-0.100409,-0.071426,-0.151624,0.141654,0,0,0,0,0,0.0009,3.57247,-5.21333,2.36694
-0.0797395,-0.503325,-0.102261,-0.071426,-0.151624,0.141654,0,0,0,-0.003,0,-0.0009,3.54002,-5.18494,2.50817
-0.0791297,-0.504905,-0.104112,-0.071426,-0.151624,0.141654,0,0,0,0.0039,-0.0018,0.0009,3.5072,-5.15593,2.64951
-0.0785164,-0.506491,-0.105959,-0.071426,-0.151624,0.141654,0,0,0,0.0018,-0.0018,-0.0039,3.47402,-5.12632,2.79091
-0.0778996,-0.508082,-0.107804,-0.071426,-0.151624,0.141654,0,0,0,-0.0018,0,0,3.44048,-5.0961,2.93238
-0.0772794,-0.509677,-0.109646,-0.071426,-0.151624,0.141654,0,0,0,0.0039,0,0,3.4066,-5.06527,3.07387
-0.0766558,-0.511278,-0.111485,-0.071426,-0.151624,0.141654,0,0,0,0.003,0,0.0048,3.37238,-5.03384,3.21539
-0.0760288,-0.512884,-0.11332,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0.0018,0.0048,3.33782,-5.00181,3.35689
-0.0753985,-0.514495,-0.115152,-0.071426,-0.151624,0.141654,0,0,0,0.0039,0,0,3.30294,-4.96916,3.49837
-0.0747649,-0.516111,-0.116981,-0.071426,-0.151624,0.141654,0,0,0,0.0018,-0.0009,0.003,3.26774,-4.93592,3.6398
-0.074128,-0.517732,-0.118806,-0.071426,-0.151624,0.141654,0,0,0,0.0009,0,0.0009,3.23223,-4.90208,3.78117
-0.0734879,-0.519357,-0.120627,-0.071426,-0.151624,0.141654,0,0,0,0,0,-0.0018,3.19641,-4.86763,3.92245
-0.0728445,-0.520988,-0.122445,-0.071426,-0.151624,0.141654,0.0010472,0,0,0.003,-0.0009,0.0009,3.1603,-4.83259,4.06362
-0.072198,-0.522623,-0.124258,-0.071426,-0.151624,0.141654,0.0010472,0,0,0,-0.0009,0.0009,3.1239,-4.79694,4.20466
-0.0715484,-0.524263,-0.126067,-0.071426,-0.151624,0.141654,0.0010472,0,0,0,-0.0018,0,3.08722,-4.7607,4.34556
-0.0708957,-0.525908,-0.127872,-0.071426,-0.151624,0.141654,0.0010472,0,0,0.0009,0,-0.003,3.05026,-4.72387,4.48628
-0.07024,-0.527558,-0.129672,-0.071426,-0.151624,0.141654,0,0,0,-0.0009,0,0,3.01303,-4.68645,4.62682
-0.0695812,-0.529212,-0.131468,-0.071426,-0.151624,0.141654,0,0,0,0,0,0.003,2.97555,-4.64843,4.76715
-0.0689195,-0.530871,-0.133259,-0.071426,-0.151624,0.141654,0,0,0,0.003,-0.003,0.0018,2.93781,-4.60982,4.90725
-0.0682548,-0.532535,-0.135045,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0,2.89983,-4.57063,5.04709
-0.0675873,-0.534203,-0.136826,-0.071426,-0.151624,0.141654,0,0,0,0,-0.003,0.003,2.86161,-4.53085,5.18667
-0.0669168,-0.535876,-0.138602,-0.071426,-0.151624,0.141654,0,0,0,0.0009,0,0.0018,2.82316,-4.49049,5.32595
-0.0662436,-0.537553,-0.140372,-0.071426,-0.151624,0.141654,0,0,0,0.0039,0,0.0018,2.78449,-4.44954,5.46492
-0.0655676,-0.539235,-0.142137,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0.0009,2.74561,-4.40802,5.60356
-0.0648888,-0.540921,-0.143896,-0.071426,-0.151624,0.141654,0.0010472,0,0,0,0.0018,-0.0009,2.70653,-4.36592,5.74185
-0.0642073,-0.542611,-0.14565,-0.071426,-0.151624,0.141654,0.0010472,0,0,0,0,0,2.66724,-4.32325,5.87976
-0.0635231,-0.544306,-0.147398,-0.071426,-0.151624,0.141654,0.0010472,0,0,0.006,0,0.003,2.62777,-4.28001,6.01728
-0.0628363,-0.546005,-0.149139,-0.071426,-0.151624,0.141654,0.0010472,0,0,-0.0009,0,0,2.58812,-4.23619,6.15439
-0.062147,-0.547708,-0.150875,-0.071426,-0.151624,0.141654,0.0010472,0,0,0,0.0018,0,2.54829,-4.19182,6.29106
-0.061455,-0.549416,-0.152604,-0.071426,-0.151624,0.141654,0.0010472,0,0,0,0,0.0009,2.5083,-4.14687,6.42728
-0.0607606,-0.551127,-0.154327,-0.071426,-0.151624,0.141654,0.0010472,0,0,-0.0018,0.0009,0.0078,2.46815,-4.10137,6.56302
-0.0600637,-0.552843,-0.156043,-0.071426,-0.151624,0.141654,0.0010472,0,0,0.003,0,0.0009,2.42785,-4.05531,6.69827
-0.0593644,-0.554563,-0.157753,-0.071426,-0.151624,0.141654,0.0010472,0,0,-0.0039,0.0018,0,2.38741,-4.0087,6.83301
-0.0586627,-0.556286,-0.159456,-0.071426,-0.151624,0.141654,0.0010472,0,0,0,0,0,2.34684,-3.96153,6.96721
-0.0579586,-0.558014,-0.161151,-0.071426,-0.151624,0.141654,0,0,0,0.0018,0,0,2.30614,-3.91382,7.10086
-0.0572522,-0.559746,-0.16284,-0.071426,-0.151624,0.141654,0,0,0,0.006,0,0.003,2.26533,-3.86556,7.23393
-0.0565436,-0.561481,-0.164521,-0.071426,-0.151624,0.141654,0,0,0,0,-0.0018,0.003,2.2244,-3.81676,7.36641
