r_hip_m,r_hip_s,r_knee_m,r_knee_s,r_ankle_m,r_ankle_s,l_hip_m,l_hip_s,l_knee_m,l_knee_s,l_ankle_ml_ankle_s
-91307,1312,-536,245,-115031,3977,26777,1794,89169,2701,33972,1101
