Hip desired,Hip actual,Knee desired,Knee actual,Ankle desired,Ankle actual,deformation of ankle
19.737,-0.920388,-2.72382,-0.460194,-5.43338,0,-0.0230097
19.7485,-0.920388,-2.67421,-0.460194,-5.44208,0,-0.0230097
19.7597,-0.920388,-2.6247,-0.460194,-5.45123,0,-0.0230097
19.7706,-0.920388,-2.57527,-0.460194,-5.46073,0,-0.0230097
19.7813,-0.920388,-2.52595,-0.460194,-5.47052,0,-0.0230097
19.7917,-0.920388,-2.47671,-0.460194,-5.48055,0,-0.0230097
19.802,-0.920388,-2.42756,-0.460194,-5.49075,0,-0.0230097
19.8121,-0.920388,-2.37851,-0.460194,-5.5011,0,-0.0230097
19.822,-0.920388,-2.32955,-0.460194,-5.51156,0,-0.0230097
19.8319,-0.920388,-2.28067,-0.460194,-5.5221,0,-0.0230097
19.8416,-0.920388,-2.23188,-0.460194,-5.53269,0,-0.0230097
19.8512,-0.920388,-2.18318,-0.460194,-5.54333,0,-0.0230097
19.8607,-0.920388,-2.13457,-0.460194,-5.55398,0,-0.0230097
19.8701,-0.920388,-2.08605,-0.460194,-5.56465,0,-0.0230097
19.8613,-0.920388,-2.03761,-0.460194,-5.60951,0,-0.0245437
19.8737,-0.920388,-1.98925,-0.460194,-5.6143,0,-0.0245437
19.8854,-0.920388,-1.94098,-0.460194,-5.62008,0,-0.0245437
19.8967,-0.920388,-1.89279,-0.460194,-5.62668,0,-0.0245437
19.9075,-0.920388,-1.84468,-0.460194,-5.63394,0,-0.0245437
19.918,-0.920388,-1.79666,-0.460194,-5.64175,0,-0.0245437
19.9281,-0.920388,-1.74872,-0.460194,-5.64999,0,-0.0245437
19.938,-0.920388,-1.70086,-0.460194,-5.6586,0,-0.0245437
19.9477,-0.920388,-1.65308,-0.460194,-5.66749,0,-0.0245437
19.9395,-0.920388,-1.60538,-0.460194,-5.70974,0,-0.0245437
19.9518,-0.920388,-1.55776,-0.460194,-5.71335,0,-0.0245437
19.9634,-0.920388,-1.51021,-0.460194,-5.71809,0,-0.0245437
19.9745,-0.920388,-1.46275,-0.460194,-5.72374,0,-0.0245437
19.985,-0.920388,-1.41536,-0.460194,-5.73015,0,-0.0245437
19.9952,-0.920388,-1.36805,-0.460194,-5.73717,0,-0.0245437
20.0051,-0.920388,-1.32082,-0.460194,-5.74469,0,-0.0245437
20.0146,-0.920388,-1.27366,-0.460194,-5.75263,0,-0.0245437
20.0239,-0.920388,-1.22657,-0.460194,-5.76089,0,-0.0245437
20.0148,-0.920388,-1.17957,-0.460194,-5.80361,0,-0.0260777
20.0086,-0.920388,-1.13263,-0.460194,-5.84067,0,-0.0260777
20.0231,-0.920388,-1.08577,-0.460194,-5.83884,0,-0.0260777
20.0364,-0.920388,-1.03899,-0.460194,-5.83899,0,-0.0260777
20.0488,-0.920388,-0.992277,-0.460194,-5.84077,0,-0.0260777
20.0605,-0.920388,-0.945638,-0.460194,-5.84389,0,-0.0260777
20.0714,-0.920388,-0.899071,-0.460194,-5.84811,0,-0.0260777
20.0818,-0.920388,-0.852577,-0.460194,-5.85324,0,-0.0260777
20.0918,-0.920388,-0.806154,-0.460194,-5.85912,0,-0.0260777
20.1013,-0.920388,-0.759804,-0.460194,-5.8656,0,-0.0260777
20.0929,-0.920388,-0.713525,-0.460194,-5.90572,0,-0.0260777
20.1049,-0.920388,-0.667316,-0.460194,-5.90741,0,-0.0260777
20.1161,-0.920388,-0.621179,-0.460194,-5.91041,0,-0.0260777
20.1267,-0.920388,-0.575113,-0.460194,-5.91448,0,-0.0260777
20.1367,-0.920388,-0.529116,-0.460194,-5.91944,0,-0.0260777
20.1463,-0.920388,-0.483191,-0.460194,-5.92512,0,-0.0260777
20.1374,-0.920388,-0.437335,-0.460194,-5.96559,0,-0.0276117
20.1494,-0.920388,-0.39155,-0.460194,-5.96647,0,-0.0276117
20.1606,-0.920388,-0.345834,-0.460194,-5.96876,0,-0.0276117
20.1711,-0.920388,-0.300188,-0.460194,-5.9722,0,-0.0276117
20.1811,-0.920388,-0.254612,-0.460194,-5.9766,0,-0.0276117
20.1906,-0.920388,-0.209106,-0.460194,-5.98178,0,-0.0276117
20.1997,-0.920388,-0.163669,-0.460194,-5.98759,0,-0.0276117
20.2085,-0.920388,-0.118302,-0.460194,-5.99393,0,-0.0276117
20.2169,-0.920388,-0.0730047,-0.460194,-6.0007,0,-0.0276117
20.2252,-0.920388,-0.0277773,-0.460194,-6.00782,0,-0.0276117
20.2332,-0.920388,0.0173803,-0.460194,-6.01522,0,-0.0276117
20.241,-0.920388,0.062468,-0.460194,-6.02284,0,-0.0276117
20.2487,-0.920388,0.107486,-0.460194,-6.03065,0,-0.0276117
20.2563,-0.920388,0.152433,-0.460194,-6.0386,0,-0.0276117
20.2637,-0.920388,0.19731,-0.460194,-6.04667,0,-0.0276117
20.271,-0.920388,0.242117,-0.460194,-6.05482,0,-0.0276117
20.2783,-0.920388,0.286852,-0.460194,-6.06305,0,-0.0276117
20.2672,-0.920388,0.331517,-0.460194,-6.10551,0,-0.0291456
20.2775,-0.920388,0.37611,-0.460194,-6.10795,0,-0.0291456
20.2871,-0.920388,0.420632,-0.460194,-6.11141,0,-0.0291456
20.2962,-0.920388,0.465082,-0.460194,-6.11573,0,-0.0291456
20.3049,-0.920388,0.50946,-0.460194,-6.12075,0,-0.0291456
20.3132,-0.920388,0.553765,-0.460194,-6.12634,0,-0.0291456
20.3212,-0.920388,0.597997,-0.460194,-6.1324,0,-0.0291456
20.329,-0.920388,0.642156,-0.460194,-6.13884,0,-0.0291456
20.3189,-0.920388,0.686241,-0.460194,-6.17873,0,-0.0291456
20.3121,-0.920388,0.730252,-0.460194,-6.21216,0,-0.0291456
20.3248,-0.920388,0.774188,-0.460194,-6.20914,0,-0.0291456
20.3364,-0.920388,0.818048,-0.460194,-6.20805,0,-0.0291456
20.347,-0.920388,0.861833,-0.460194,-6.20854,0,-0.0291456
20.3569,-0.920388,0.905541,-0.460194,-6.21034,0,-0.0291456
20.3662,-0.920388,0.949172,-0.460194,-6.21322,0,-0.0291456
20.3574,-0.920388,0.992726,-0.460194,-6.25012,0,-0.0291456
20.3687,-0.920388,1.0362,-0.460194,-6.24893,0,-0.0291456
20.3792,-0.920388,1.0796,-0.460194,-6.24932,0,-0.0291456
20.3889,-0.920388,1.12291,-0.460194,-6.25101,0,-0.0291456
20.3981,-0.920388,1.16615,-0.460194,-6.25378,0,-0.0291456
20.4066,-0.920388,1.20931,-0.460194,-6.25743,0,-0.0291456
20.4148,-0.920388,1.25238,-0.460194,-6.26181,0,-0.0291456
20.4226,-0.920388,1.29537,-0.460194,-6.26679,0,-0.0291456
20.43,-0.920388,1.33828,-0.460194,-6.27226,0,-0.0291456
20.4373,-0.920388,1.3811,-0.460194,-6.27814,0,-0.0291456
20.426,-0.920388,1.42384,-0.460194,-6.31853,0,-0.0306796
20.436,-0.920388,1.46649,-0.460194,-6.31913,0,-0.0306796
20.4452,-0.920388,1.50905,-0.460194,-6.32096,0,-0.0306796
20.4714,-0.920388,1.55153,-0.460194,-6.29066,0,-0.0306796
20.4765,-0.920388,1.59391,-0.460194,-6.30003,0,-0.0306796
20.4818,-0.920388,1.63621,-0.460194,-6.3091,0,-0.0306796
20.4871,-0.920388,1.67841,-0.460194,-6.31793,0,-0.0306796
20.4924,-0.920388,1.72053,-0.460194,-6.32656,0,-0.0306796
20.4978,-0.920388,1.76255,-0.460194,-6.335,0,-0.0306796
20.5032,-0.920388,1.80447,-0.460194,-6.3433,0,-0.0306796
20.5087,-0.920388,1.8463,-0.460194,-6.35147,0,-0.0291456
20.5142,-0.920388,1.88803,-0.460194,-6.35954,0,-0.0291456
20.5196,-0.920388,1.92967,-0.460194,-6.36751,0,-0.0291456
20.5251,-0.920388,1.9712,-0.460194,-6.37539,0,-0.0291456
20.5305,-0.920388,2.01264,-0.460194,-6.38321,0,-0.0291456
20.536,-0.920388,2.05397,-0.460194,-6.39096,0,-0.0291456
20.5414,-0.920388,2.0952,-0.460194,-6.39866,0,-0.0291456
20.5468,-0.920388,2.13633,-0.460194,-6.40631,0,-0.0291456
20.5521,-0.920388,2.17735,-0.460194,-6.41392,0,-0.0291456
20.5575,-0.920388,2.21826,-0.460194,-6.42148,0,-0.0291456
20.5628,-0.920388,2.25907,-0.460194,-6.42901,0,-0.0291456
20.568,-0.920388,2.29976,-0.460194,-6.43651,0,-0.0291456
20.5733,-0.920388,2.34035,-0.460194,-6.44397,0,-0.0291456
20.5785,-0.920388,2.38082,-0.460194,-6.4514,0,-0.0291456
20.5837,-0.920388,2.42117,-0.460194,-6.45881,0,-0.0291456
20.5888,-0.920388,2.46141,-0.460194,-6.46619,0,-0.0291456
20.5939,-0.920388,2.50154,-0.460194,-6.47355,0,-0.0291456
20.6171,-0.920388,2.54154,-0.460194,-6.4467,0,-0.0276117
20.619,-0.920388,2.58143,-0.460194,-6.45988,0,-0.0276117
20.6214,-0.920388,2.62119,-0.460194,-6.47203,0,-0.0276117
20.6242,-0.920388,2.66082,-0.460194,-6.48333,0,-0.0276117
20.6274,-0.920388,2.70034,-0.460194,-6.49392,0,-0.0276117
20.6307,-0.920388,2.73972,-0.460194,-6.50391,0,-0.0276117
20.6343,-0.920388,2.77898,-0.460194,-6.51341,0,-0.0276117
20.6381,-0.920388,2.81811,-0.460194,-6.52249,0,-0.0276117
20.642,-0.920388,2.8571,-0.460194,-6.53123,0,-0.0276117
20.646,-0.920388,2.89596,-0.460194,-6.53969,0,-0.0276117
20.6501,-0.920388,2.93468,-0.460194,-6.5479,0,-0.0276117
20.6542,-0.920388,2.97327,-0.460194,-6.55591,0,-0.0276117
20.6583,-0.920388,3.01172,-0.460194,-6.56375,0,-0.0276117
20.6625,-0.920388,3.05002,-0.460194,-6.57144,0,-0.0276117
20.6667,-0.920388,3.08819,-0.460194,-6.57901,0,-0.0276117
20.6709,-0.920388,3.1262,-0.460194,-6.58648,0,-0.0276117
20.6751,-0.920388,3.16407,-0.460194,-6.59386,0,-0.0276117
20.6793,-0.920388,3.20179,-0.460194,-6.60116,0,-0.0276117
20.6834,-0.920388,3.23937,-0.460194,-6.6084,0,-0.0276117
20.6875,-0.920388,3.27678,-0.460194,-6.61558,0,-0.0276117
20.6916,-0.920388,3.31405,-0.460194,-6.62271,0,-0.0276117
20.6962,-0.920388,3.35115,-0.460194,-6.62874,0,-0.0260777
20.7002,-0.920388,3.3881,-0.460194,-6.63596,0,-0.0260777
20.7041,-0.920388,3.42489,-0.460194,-6.64313,0,-0.0260777
20.7079,-0.920388,3.46151,-0.460194,-6.65023,0,-0.0260777
20.7118,-0.920388,3.49797,-0.460194,-6.65728,0,-0.0260777
20.6979,-0.920388,3.53426,-0.460194,-6.69742,0,-0.0260777
20.7047,-0.920388,3.57038,-0.460194,-6.6987,0,-0.0260777
20.7109,-0.920388,3.60634,-0.460194,-6.70092,0,-0.0260777
20.7167,-0.920388,3.64211,-0.460194,-6.70392,0,-0.0260777
20.722,-0.920388,3.67772,-0.460194,-6.70756,0,-0.0260777
20.727,-0.920388,3.71314,-0.460194,-6.71173,0,-0.0260777
20.7317,-0.920388,3.74839,-0.460194,-6.71634,0,-0.0260777
20.7362,-0.920388,3.78345,-0.460194,-6.7213,0,-0.0260777
20.7404,-0.920388,3.81833,-0.460194,-6.72656,0,-0.0260777
20.7273,-0.920388,3.85302,-0.460194,-6.76416,0,-0.0260777
20.7341,-0.920388,3.88752,-0.460194,-6.76434,0,-0.0260777
20.7402,-0.920388,3.92183,-0.460194,-6.76563,0,-0.0260777
20.7458,-0.920388,3.95595,-0.460194,-6.76783,0,-0.0260777
20.7509,-0.920388,3.98988,-0.460194,-6.77079,0,-0.0260777
20.7556,-0.920388,4.0236,-0.460194,-6.77437,0,-0.0260777
20.76,-0.920388,4.05713,-0.460194,-6.77846,0,-0.0260777
20.7641,-0.920388,4.09045,-0.460194,-6.78298,0,-0.0260777
20.7679,-0.920388,4.12357,-0.460194,-6.78784,0,-0.0260777
20.7715,-0.920388,4.15648,-0.460194,-6.79299,0,-0.0260777
20.7749,-0.920388,4.18919,-0.460194,-6.79837,0,-0.0260777
20.7781,-0.920388,4.22168,-0.460194,-6.80394,0,-0.0260777
20.7812,-0.920388,4.25396,-0.460194,-6.80966,0,-0.0260777
20.7841,-0.920388,4.28602,-0.460194,-6.81551,0,-0.0260777
20.7869,-0.920388,4.31786,-0.460194,-6.82147,0,-0.0260777
20.7896,-0.920388,4.34948,-0.460194,-6.8275,0,-0.0260777
20.7922,-0.920388,4.38088,-0.460194,-6.8336,0,-0.0260777
20.7946,-0.920388,4.41205,-0.460194,-6.83975,0,-0.0260777
20.797,-0.920388,4.443,-0.460194,-6.84594,0,-0.0260777
20.7993,-0.920388,4.47371,-0.460194,-6.85216,0,-0.0260777
20.8014,-0.920388,4.50419,-0.460194,-6.85839,0,-0.0260777
20.8035,-0.920388,4.53444,-0.460194,-6.86465,0,-0.0260777
20.8237,-0.920388,4.56445,-0.460194,-6.83672,0,-0.0245437
20.8225,-0.920388,4.59422,-0.460194,-6.84886,0,-0.0245437
20.8218,-0.920388,4.62374,-0.460194,-6.86,0,-0.0245437
20.8214,-0.920388,4.65303,-0.460194,-6.8703,0,-0.0245437
20.8213,-0.920388,4.68206,-0.460194,-6.87989,0,-0.0245437
20.839,-0.920388,4.71084,-0.460194,-6.85578,0,-0.0245437
20.8363,-0.920388,4.73938,-0.460194,-6.87001,0,-0.0245437
20.8342,-0.920388,4.76766,-0.460194,-6.88285,0,-0.0245437
20.8327,-0.920388,4.79568,-0.460194,-6.89455,0,-0.0245437
20.8315,-0.920388,4.82344,-0.460194,-6.9053,0,-0.0245437
20.8307,-0.920388,4.85094,-0.460194,-6.91525,0,-0.0245437
20.8302,-0.920388,4.87818,-0.460194,-6.92454,0,-0.0245437
20.8298,-0.920388,4.90515,-0.460194,-6.93329,0,-0.0245437
20.8478,-0.920388,4.93185,-0.460194,-6.90738,0,-0.0230097
20.8446,-0.920388,4.95828,-0.460194,-6.92116,0,-0.0230097
20.842,-0.920388,4.98444,-0.460194,-6.9336,0,-0.0230097
20.8399,-0.920388,5.01032,-0.460194,-6.94494,0,-0.0230097
20.8382,-0.920388,5.03592,-0.460194,-6.95536,0,-0.0230097
20.8368,-0.920388,5.06125,-0.460194,-6.96502,0,-0.0230097
20.8357,-0.920388,5.08628,-0.460194,-6.97404,0,-0.0230097
20.8347,-0.920388,5.11104,-0.460194,-6.98253,0,-0.0230097
20.8339,-0.920388,5.13551,-0.460194,-6.99058,0,-0.0230097
20.8331,-0.920388,5.15968,-0.460194,-6.99825,0,-0.0230097
20.8325,-0.920388,5.18357,-0.460194,-7.00562,0,-0.0230097
20.8319,-0.920388,5.20715,-0.460194,-7.01272,0,-0.0230097
20.8313,-0.920388,5.23045,-0.460194,-7.01961,0,-0.0230097
20.8307,-0.920388,5.25344,-0.460194,-7.02631,0,-0.0230097
20.83,-0.920388,5.27613,-0.460194,-7.03285,0,-0.0230097
20.8294,-0.920388,5.29852,-0.460194,-7.03925,0,-0.0230097
20.8287,-0.920388,5.3206,-0.460194,-7.04554,0,-0.0230097
20.8461,-0.920388,5.34237,-0.460194,-7.01754,0,-0.0214757
20.8422,-0.920388,5.36383,-0.460194,-7.02952,0,-0.0214757
20.8387,-0.920388,5.38498,-0.460194,-7.04041,0,-0.0214757
20.8356,-0.920388,5.40582,-0.460194,-7.0504,0,-0.0214757
20.8328,-0.920388,5.42633,-0.460194,-7.05964,0,-0.0214757
20.8303,-0.920388,5.44653,-0.460194,-7.06825,0,-0.0214757
20.8278,-0.920388,5.46641,-0.460194,-7.07633,0,-0.0214757
20.8256,-0.920388,5.48596,-0.460194,-7.08398,0,-0.0214757
20.8234,-0.920388,5.50518,-0.460194,-7.09126,0,-0.0214757
20.8212,-0.920388,5.52408,-0.460194,-7.09823,0,-0.0214757
20.8191,-0.920388,5.54264,-0.460194,-7.10494,0,-0.0214757
20.817,-0.920388,5.56088,-0.460194,-7.11143,0,-0.0199417
20.8149,-0.920388,5.57878,-0.460194,-7.11774,0,-0.0199417
20.8127,-0.920388,5.59634,-0.460194,-7.12388,0,-0.0199417
20.8105,-0.920388,5.61356,-0.460194,-7.12989,0,-0.0199417
20.8259,-0.920388,5.63045,-0.460194,-7.10265,0,-0.0199417
20.8205,-0.920388,5.64699,-0.460194,-7.11412,0,-0.0199417
20.8156,-0.920388,5.66318,-0.460194,-7.12453,0,-0.0199417
20.8111,-0.920388,5.67903,-0.460194,-7.13405,0,-0.0199417
20.8068,-0.920388,5.69453,-0.460194,-7.14283,0,-0.0199417
20.8027,-0.920388,5.70968,-0.460194,-7.15099,0,-0.0199417
20.7988,-0.920388,5.72447,-0.460194,-7.15863,0,-0.0199417
20.795,-0.920388,5.73892,-0.460194,-7.16584,0,-0.0199417
20.7913,-0.920388,5.753,-0.460194,-7.17268,0,-0.0184078
20.7876,-0.920388,5.76673,-0.460194,-7.17921,0,-0.0184078
20.7839,-0.920388,5.7801,-0.460194,-7.18549,0,-0.0184078
20.7803,-0.920388,5.7931,-0.460194,-7.19154,0,-0.0184078
20.7766,-0.920388,5.80574,-0.460194,-7.1974,0,-0.0184078
20.7614,-0.920388,5.8543,-0.460194,-7.21887,0,-0.0184078
20.7572,-0.920388,5.86504,-0.460194,-7.22433,0,-0.0184078
20.753,-0.920388,5.87541,-0.460194,-7.22967,0,-0.0184078
20.7487,-0.920388,5.8854,-0.460194,-7.23489,0,-0.0184078
20.762,-0.920388,5.89501,-0.460194,-7.2069,0,-0.0184078
20.7545,-0.920388,5.90425,-0.460194,-7.21764,0,-0.0184078
20.7475,-0.920388,5.9131,-0.460194,-7.22732,0,-0.0184078
20.7408,-0.920388,5.92157,-0.460194,-7.23613,0,-0.0184078
20.7343,-0.920388,5.92966,-0.460194,-7.2442,0,-0.0184078
20.728,-0.920388,5.93737,-0.460194,-7.25166,0,-0.0184078
20.7219,-0.920388,5.94469,-0.460194,-7.2586,0,-0.0184078
20.7341,-0.920388,5.95162,-0.460194,-7.23091,0,-0.0168738
20.725,-0.920388,5.95816,-0.460194,-7.24293,0,-0.0168738
20.7164,-0.920388,5.96431,-0.460194,-7.25362,0,-0.0168738
20.7084,-0.920388,5.97008,-0.460194,-7.26322,0,-0.0168738
20.7006,-0.920388,5.97544,-0.460194,-7.2719,0,-0.0168738
20.6932,-0.920388,5.98042,-0.460194,-7.27981,0,-0.0168738
20.7041,-0.920388,5.985,-0.460194,-7.25289,0,-0.0153398
20.6938,-0.920388,5.98918,-0.460194,-7.2655,0,-0.0153398
20.6842,-0.920388,5.99297,-0.460194,-7.27664,0,-0.0153398
20.6751,-0.920388,5.99635,-0.460194,-7.28657,0,-0.0153398
20.6664,-0.920388,5.99934,-0.460194,-7.29548,0,-0.0153398
20.6404,-0.920388,6.00193,-0.460194,-7.33667,0,-0.0153398
20.6353,-0.920388,6.00412,-0.460194,-7.33833,0,-0.0153398
20.6298,-0.920388,6.0059,-0.460194,-7.34037,0,-0.0153398
20.6241,-0.920388,6.00728,-0.460194,-7.34272,0,-0.0153398
20.618,-0.920388,6.00826,-0.460194,-7.34532,0,-0.0153398
20.6117,-0.920388,6.00883,-0.460194,-7.34812,0,-0.0153398
20.6234,-0.920388,6.009,-0.460194,-7.31688,0,-0.0138058
20.5959,-0.920388,6.00876,-0.460194,-7.35896,0,-0.0138058
20.5894,-0.920388,6.00811,-0.460194,-7.3613,0,-0.0138058
20.5826,-0.920388,6.00705,-0.460194,-7.36385,0,-0.0138058
20.5756,-0.920388,6.00559,-0.460194,-7.36657,0,-0.0138058
20.5684,-0.920388,6.00371,-0.460194,-7.36942,0,-0.0138058
20.561,-0.920388,6.00143,-0.460194,-7.37236,0,-0.0138058
20.5535,-0.920388,5.99873,-0.460194,-7.37539,0,-0.0138058
20.5457,-0.920388,5.99563,-0.460194,-7.37846,0,-0.0138058
20.5378,-0.920388,5.99211,-0.460194,-7.38158,0,-0.0138058
20.512,-0.920388,5.98818,-0.460194,-7.41784,0,-0.0138058
20.5068,-0.920388,5.98384,-0.460194,-7.41529,0,-0.0138058
20.5009,-0.920388,5.97909,-0.460194,-7.41372,0,-0.0138058
20.4945,-0.920388,5.97392,-0.460194,-7.41295,0,-0.0138058
20.4875,-0.920388,5.96835,-0.460194,-7.41283,0,-0.0138058
20.4801,-0.920388,5.96235,-0.460194,-7.41325,0,-0.0138058
20.4723,-0.920388,5.95595,-0.460194,-7.4141,0,-0.0138058
20.4642,-0.920388,5.94913,-0.460194,-7.4153,0,-0.0138058
20.4558,-0.920388,5.94189,-0.460194,-7.41678,0,-0.0138058
20.4471,-0.920388,5.93425,-0.460194,-7.41848,0,-0.0138058
20.4564,-0.920388,5.92618,-0.460194,-7.38617,0,-0.0122718
20.4441,-0.920388,5.91771,-0.460194,-7.39406,0,-0.0122718
20.4321,-0.920388,5.90882,-0.460194,-7.40105,0,-0.0122718
20.4204,-0.920388,5.89952,-0.460194,-7.40728,0,-0.0122718
20.4089,-0.920388,5.8898,-0.460194,-7.41287,0,-0.0122718
20.3974,-0.920388,5.87967,-0.460194,-7.41792,0,-0.0122718
20.3862,-0.920388,5.86913,-0.460194,-7.42252,0,-0.0122718
20.3749,-0.920388,5.85817,-0.460194,-7.42673,0,-0.0122718
20.3637,-0.920388,5.8468,-0.460194,-7.43061,0,-0.0122718
20.3525,-0.920388,5.83502,-0.460194,-7.43422,0,-0.0122718
20.3412,-0.920388,5.82283,-0.460194,-7.43757,0,-0.0122718
20.3482,-0.920388,5.81022,-0.460194,-7.40653,0,-0.0107379
20.3338,-0.920388,5.79721,-0.460194,-7.41537,0,-0.0107379
20.3198,-0.920388,5.78378,-0.460194,-7.42303,0,-0.0107379
20.3062,-0.920388,5.76994,-0.460194,-7.42972,0,-0.0107379
20.3105,-0.920388,5.7557,-0.460194,-7.40245,0,-0.0107379
20.2943,-0.920388,5.74104,-0.460194,-7.41331,0,-0.0107379
20.2788,-0.920388,5.72598,-0.460194,-7.42262,0,-0.0107379
20.2815,-0.920388,5.71051,-0.460194,-7.39749,0,-0.0107379
20.2639,-0.920388,5.69463,-0.460194,-7.41009,0,-0.0107379
20.2472,-0.920388,5.67835,-0.460194,-7.42081,0,-0.0107379
20.2489,-0.920388,5.66166,-0.460194,-7.39682,0,-0.0107379
20.2304,-0.920388,5.64457,-0.460194,-7.41034,0,-0.0107379
20.2128,-0.920388,5.62707,-0.460194,-7.42178,0,-0.0107379
20.196,-0.920388,5.60917,-0.460194,-7.43149,0,-0.0107379
20.18,-0.920388,5.59088,-0.460194,-7.43976,0,-0.0107379
20.199,-0.920388,5.57218,-0.460194,-7.38158,0,-0.0107379
20.1778,-0.920388,5.55308,-0.460194,-7.39884,0,-0.0107379
20.1577,-0.920388,5.53358,-0.460194,-7.41333,0,-0.0107379
20.1388,-0.920388,5.51369,-0.460194,-7.42551,0,-0.0107379
20.1208,-0.920388,5.4934,-0.460194,-7.43577,0,-0.0107379
20.1035,-0.920388,5.47272,-0.460194,-7.44443,0,-0.0107379
20.0868,-0.920388,5.45165,-0.460194,-7.45175,0,-0.0107379
20.0887,-0.920388,5.43018,-0.460194,-7.42377,0,-0.00920388
20.0696,-0.920388,5.40833,-0.460194,-7.4349,0,-0.00920388
20.0513,-0.920388,5.38608,-0.460194,-7.44425,0,-0.00920388
20.0337,-0.920388,5.36345,-0.460194,-7.45209,0,-0.00920388
20.0166,-0.920388,5.34044,-0.460194,-7.45868,0,-0.00920388
19.9999,-0.920388,5.31703,-0.460194,-7.46423,0,-0.00920388
19.9835,-0.920388,5.29325,-0.460194,-7.46889,0,-0.00920388
19.9673,-0.920388,5.26909,-0.460194,-7.47282,0,-0.00920388
19.9514,-0.920388,5.24454,-0.460194,-7.47612,0,-0.00920388
19.9355,-0.920388,5.21962,-0.460194,-7.4789,0,-0.00920388
19.9197,-0.920388,5.19433,-0.460194,-7.48122,0,-0.00920388
19.904,-0.920388,5.16866,-0.460194,-7.48317,0,-0.00920388
19.8707,-0.920388,5.14262,-0.460194,-7.51792,0,-0.00920388
19.8581,-0.920388,5.11621,-0.460194,-7.51356,0,-0.00920388
19.8449,-0.920388,5.08943,-0.460194,-7.50993,0,-0.00920388
19.8312,-0.920388,5.06229,-0.460194,-7.5069,0,-0.00920388
19.8171,-0.920388,5.03478,-0.460194,-7.50434,0,-0.00920388
19.7851,-0.920388,5.00691,-0.460194,-7.53531,0,-0.00920388
19.7734,-0.920388,4.97868,-0.460194,-7.52776,0,-0.00920388
19.761,-0.920388,4.95009,-0.460194,-7.52144,0,-0.00920388
19.7307,-0.920388,4.92115,-0.460194,-7.54822,0,-0.00920388
19.7022,-0.920388,4.89185,-0.460194,-7.57133,0,-0.00920388
19.6933,-0.920388,4.86221,-0.460194,-7.55722,0,-0.00920388
19.6831,-0.920388,4.83221,-0.460194,-7.54542,0,-0.00920388
19.6718,-0.920388,4.80187,-0.460194,-7.53551,0,-0.00920388
19.6595,-0.920388,4.77119,-0.460194,-7.52716,0,-0.00920388
19.6287,-0.920388,4.74016,-0.460194,-7.55322,0,-0.00920388
19.6179,-0.920388,4.7088,-0.460194,-7.5415,0,-0.00920388
19.6059,-0.920388,4.67709,-0.460194,-7.53161,0,-0.00920388
19.5931,-0.920388,4.64506,-0.460194,-7.52323,0,-0.00920388
19.5794,-0.920388,4.61269,-0.460194,-7.51609,0,-0.00920388
19.565,-0.920388,4.58,-0.460194,-7.50995,0,-0.00920388
19.55,-0.920388,4.54698,-0.460194,-7.50464,0,-0.00920388
19.5345,-0.920388,4.51363,-0.460194,-7.5,0,-0.00920388
19.5186,-0.920388,4.47997,-0.460194,-7.49591,0,-0.00920388
19.5024,-0.920388,4.44599,-0.460194,-7.49225,0,-0.00920388
19.4857,-0.920388,4.41169,-0.460194,-7.48895,0,-0.00920388
19.4687,-0.920388,4.37708,-0.460194,-7.48593,0,-0.00920388
19.4516,-0.920388,4.34216,-0.460194,-7.48312,0,-0.00920388
19.4343,-0.920388,4.30694,-0.460194,-7.48048,0,-0.00920388
19.4169,-0.920388,4.27141,-0.460194,-7.47797,0,-0.00920388
19.3991,-0.920388,4.23558,-0.460194,-7.47556,0,-0.00920388
19.3813,-0.920388,4.19945,-0.460194,-7.4732,0,-0.00920388
19.3632,-0.920388,4.16303,-0.460194,-7.4709,0,-0.00920388
19.3449,-0.920388,4.12632,-0.460194,-7.46861,0,-0.00920388
19.3266,-0.920388,4.08932,-0.460194,-7.46633,0,-0.00920388
19.3081,-0.920388,4.05204,-0.460194,-7.46404,0,-0.00920388
19.2894,-0.920388,4.01447,-0.460194,-7.46174,0,-0.00920388
19.2707,-0.920388,3.97662,-0.460194,-7.45941,0,-0.00920388
19.27,-0.920388,3.9385,-0.460194,-7.42285,0,-0.0076699
19.2479,-0.920388,3.90011,-0.460194,-7.42631,0,-0.0076699
19.2262,-0.920388,3.86145,-0.460194,-7.42872,0,-0.0076699
19.2048,-0.920388,3.82252,-0.460194,-7.43025,0,-0.0076699
19.1837,-0.920388,3.78333,-0.460194,-7.43102,0,-0.0076699
19.1629,-0.920388,3.74388,-0.460194,-7.43117,0,-0.0076699
19.1421,-0.920388,3.70418,-0.460194,-7.43078,0,-0.0076699
19.1215,-0.920388,3.66422,-0.460194,-7.42994,0,-0.0076699
19.101,-0.920388,3.62402,-0.460194,-7.4287,0,-0.0076699
19.0805,-0.920388,3.58357,-0.460194,-7.42714,0,-0.0076699
19.0601,-0.920388,3.54287,-0.460194,-7.42528,0,-0.0076699
19.0578,-0.920388,3.50195,-0.460194,-7.38898,0,-0.00613592
19.0342,-0.920388,3.46078,-0.460194,-7.39252,0,-0.00613592
19.0111,-0.920388,3.41939,-0.460194,-7.39486,0,-0.00613592
