Hip desired,Hip actual,Knee desired,Knee actual,Ankle desired,Ankle actual,deformation of ankle
-3.43363,-0.920388,-2.73786,-0.460194,0.0221393,0,-0.0153398
-3.43104,-0.920388,-2.73786,-0.460194,0.0270067,0,-0.0153398
-3.4289,-0.920388,-2.73786,-0.460194,0.0310379,0,-0.0153398
-3.42712,-0.920388,-2.73786,-0.460194,0.0343766,0,-0.0153398
-3.42565,-0.920388,-2.73786,-0.460194,0.0371417,0,-0.0153398
-3.42443,-0.920388,-2.73786,-0.460194,0.0394318,0,-0.0153398
-3.42342,-0.920388,-2.73786,-0.460194,0.0413284,0,-0.0153398
-3.42258,-0.920388,-2.73786,-0.460194,0.0428993,0,-0.0153398
-3.42189,-0.920388,-2.73786,-0.460194,0.0442002,0,-0.0153398
-3.43896,-0.920388,-2.73786,-0.460194,0.0121449,0,-0.0153398
-3.43545,-0.920388,-2.73786,-0.460194,0.0187293,0,-0.0153398
-3.43255,-0.920388,-2.73786,-0.460194,0.0241826,0,-0.0153398
-3.43014,-0.920388,-2.73786,-0.460194,0.028699,0,-0.0153398
-3.42815,-0.920388,-2.73786,-0.460194,0.0324395,0,-0.0153398
-3.4265,-0.920388,-2.73786,-0.460194,0.0355374,0,-0.0153398
-3.42513,-0.920388,-2.73786,-0.460194,0.0381031,0,-0.0153398
-3.424,-0.920388,-2.73786,-0.460194,0.040228,0,-0.0153398
-3.42307,-0.920388,-2.73786,-0.460194,0.0419879,0,-0.0153398
-3.42229,-0.920388,-2.73786,-0.460194,0.0434454,0,-0.0153398
-3.42165,-0.920388,-2.73786,-0.460194,0.0446525,0,-0.0153398
-3.43932,-0.920388,-2.73786,-0.460194,0.0114621,0,-0.0168738
-3.43575,-0.920388,-2.73786,-0.460194,0.0181638,0,-0.0168738
-3.4328,-0.920388,-2.73786,-0.460194,0.0237142,0,-0.0168738
-3.43035,-0.920388,-2.73786,-0.460194,0.0283111,0,-0.0168738
-3.42832,-0.920388,-2.73786,-0.460194,0.0321182,0,-0.0168738
-3.42664,-0.920388,-2.73786,-0.460194,0.0352713,0,-0.0168738
-3.42525,-0.920388,-2.73786,-0.460194,0.0378827,0,-0.0168738
-3.4241,-0.920388,-2.73786,-0.460194,0.0400455,0,-0.0168738
-3.42315,-0.920388,-2.73786,-0.460194,0.0418367,0,-0.0168738
-3.42236,-0.920388,-2.73786,-0.460194,0.0433202,0,-0.0168738
-3.4217,-0.920388,-2.73786,-0.460194,0.0445488,0,-0.0168738
-3.42116,-0.920388,-2.73786,-0.460194,0.0455664,0,-0.0168738
-3.42061,-0.920388,-2.73786,-0.460194,0.0464091,0,-0.0168738
-3.42024,-0.920388,-2.73786,-0.460194,0.0471071,0,-0.0168738
-3.41993,-0.920388,-2.73786,-0.460194,0.0476852,0,-0.0168738
-3.41978,-0.920388,-2.73786,-0.460194,0.0481639,0,-0.0168738
-3.41957,-0.920388,-2.73786,-0.460194,0.0485604,0,-0.0168738
-3.41939,-0.920388,-2.73786,-0.460194,0.0488888,0,-0.0168738
-3.41925,-0.920388,-2.73786,-0.460194,0.0491608,0,-0.0168738
-3.41913,-0.920388,-2.73786,-0.460194,0.049386,0,-0.0168738
-3.41903,-0.920388,-2.73786,-0.460194,0.0495726,0,-0.0168738
-3.41884,-0.920388,-2.73786,-0.460194,0.0497271,0,-0.0168738
-3.41877,-0.920388,-2.73786,-0.460194,0.049855,0,-0.0168738
-3.41872,-0.920388,-2.73786,-0.460194,0.049961,0,-0.0168738
-3.41877,-0.920388,-2.73786,-0.460194,0.0500488,0,-0.0168738
-3.41874,-0.920388,-2.73786,-0.460194,0.0501215,0,-0.0168738
-3.4187,-0.920388,-2.73786,-0.460194,0.0501817,0,-0.0168738
-3.41868,-0.920388,-2.73786,-0.460194,0.0502316,0,-0.0168738
-3.41866,-0.920388,-2.73786,-0.460194,0.0502728,0,-0.0168738
-3.41864,-0.920388,-2.73786,-0.460194,0.050307,0,-0.0168738
-3.41862,-0.920388,-2.73786,-0.460194,0.0503354,0,-0.0168738
-3.41861,-0.920388,-2.73786,-0.460194,0.0503588,0,-0.0168738
-3.4186,-0.920388,-2.73786,-0.460194,0.0503783,0,-0.0168738
-3.41859,-0.920388,-2.73786,-0.460194,0.0503943,0,-0.0168738
-3.41858,-0.920388,-2.73786,-0.460194,0.0504077,0,-0.0168738
-3.41858,-0.920388,-2.73786,-0.460194,0.0504187,0,-0.0168738
-3.41857,-0.920388,-2.73786,-0.460194,0.0504279,0,-0.0168738
-3.41857,-0.920388,-2.73786,-0.460194,0.0504354,0,-0.0168738
-3.43677,-0.920388,-2.73786,-0.460194,0.0162515,0,-0.0184078
-3.43364,-0.920388,-2.73786,-0.460194,0.0221305,0,-0.0184078
-3.43105,-0.920388,-2.73786,-0.460194,0.0269994,0,-0.0184078
-3.4289,-0.920388,-2.73786,-0.460194,0.0310319,0,-0.0184078
-3.42712,-0.920388,-2.73786,-0.460194,0.0343716,0,-0.0184078
-3.42565,-0.920388,-2.73786,-0.460194,0.0371376,0,-0.0184078
-3.42443,-0.920388,-2.73786,-0.460194,0.0394284,0,-0.0184078
-3.42342,-0.920388,-2.73786,-0.460194,0.0413256,0,-0.0184078
-3.42258,-0.920388,-2.73786,-0.460194,0.0428969,0,-0.0184078
-3.42189,-0.920388,-2.73786,-0.460194,0.0441983,0,-0.0184078
-3.42132,-0.920388,-2.73786,-0.460194,0.045276,0,-0.0184078
-3.42084,-0.920388,-2.73786,-0.460194,0.0461687,0,-0.0184078
-3.42045,-0.920388,-2.73786,-0.460194,0.046908,0,-0.0184078
-3.42012,-0.920388,-2.73786,-0.460194,0.0475202,0,-0.0184078
-3.41985,-0.920388,-2.73786,-0.460194,0.0480273,0,-0.0184078
-3.41963,-0.920388,-2.73786,-0.460194,0.0484473,0,-0.0184078
-3.41944,-0.920388,-2.73786,-0.460194,0.0487951,0,-0.0184078
-3.41929,-0.920388,-2.73786,-0.460194,0.0490832,0,-0.0184078
-3.41916,-0.920388,-2.73786,-0.460194,0.0493218,0,-0.0184078
-3.41906,-0.920388,-2.73786,-0.460194,0.0495194,0,-0.0184078
-3.41897,-0.920388,-2.73786,-0.460194,0.049683,0,-0.0184078
-3.4189,-0.920388,-2.73786,-0.460194,0.0498185,0,-0.0184078
-3.41884,-0.920388,-2.73786,-0.460194,0.0499308,0,-0.0184078
-3.41879,-0.920388,-2.73786,-0.460194,0.0500237,0,-0.0184078
-3.41875,-0.920388,-2.73786,-0.460194,0.0501007,0,-0.0184078
-3.41871,-0.920388,-2.73786,-0.460194,0.0501645,0,-0.0184078
-3.41868,-0.920388,-2.73786,-0.460194,0.0502173,0,-0.0184078
-3.41866,-0.920388,-2.73786,-0.460194,0.0502611,0,-0.0184078
-3.41864,-0.920388,-2.73786,-0.460194,0.0502973,0,-0.0184078
-3.41863,-0.920388,-2.73786,-0.460194,0.0503273,0,-0.0184078
-3.41861,-0.920388,-2.73786,-0.460194,0.0503521,0,-0.0184078
-3.43624,-0.920388,-2.73786,-0.460194,0.01724,0,-0.0184078
-3.4332,-0.920388,-2.73786,-0.460194,0.0229491,0,-0.0184078
-3.43069,-0.920388,-2.73786,-0.460194,0.0276774,0,-0.0184078
-3.4286,-0.920388,-2.73786,-0.460194,0.0315934,0,-0.0184078
-3.42687,-0.920388,-2.73786,-0.460194,0.0348366,0,-0.0184078
-3.42544,-0.920388,-2.73786,-0.460194,0.0375227,0,-0.0184078
-3.42426,-0.920388,-2.73786,-0.460194,0.0397473,0,-0.0184078
-3.42328,-0.920388,-2.73786,-0.460194,0.0415898,0,-0.0184078
-3.42247,-0.920388,-2.73786,-0.460194,0.0431157,0,-0.0184078
-3.42179,-0.920388,-2.73786,-0.460194,0.0443795,0,-0.0184078
-3.42124,-0.920388,-2.73786,-0.460194,0.0454261,0,-0.0184078
-3.42077,-0.920388,-2.73786,-0.460194,0.046293,0,-0.0184078
-3.42039,-0.920388,-2.73786,-0.460194,0.0470109,0,-0.0184078
-3.42008,-0.920388,-2.73786,-0.460194,0.0476055,0,-0.0184078
-3.41981,-0.920388,-2.73786,-0.460194,0.0480979,0,-0.0184078
-3.4196,-0.920388,-2.73786,-0.460194,0.0485058,0,-0.0184078
-3.41942,-0.920388,-2.73786,-0.460194,0.0488435,0,-0.0184078
-3.41927,-0.920388,-2.73786,-0.460194,0.0491233,0,-0.0184078
-3.43735,-0.920388,-2.73786,-0.460194,0.0151648,0,-0.0199417
-3.43412,-0.920388,-2.73786,-0.460194,0.0212304,0,-0.0199417
-3.43144,-0.920388,-2.73786,-0.460194,0.026254,0,-0.0199417
-3.42923,-0.920388,-2.73786,-0.460194,0.0304145,0,-0.0199417
-3.42739,-0.920388,-2.73786,-0.460194,0.0338603,0,-0.0199417
-3.42587,-0.920388,-2.73786,-0.460194,0.0367141,0,-0.0199417
-3.42462,-0.920388,-2.73786,-0.460194,0.0390776,0,-0.0199417
-3.42357,-0.920388,-2.73786,-0.460194,0.0410351,0,-0.0199417
-3.42271,-0.920388,-2.73786,-0.460194,0.0426563,0,-0.0199417
-3.422,-0.920388,-2.73786,-0.460194,0.043999,0,-0.0199417
-3.4214,-0.920388,-2.73786,-0.460194,0.045111,0,-0.0199417
-3.42091,-0.920388,-2.73786,-0.460194,0.046032,0,-0.0199417
-3.42051,-0.920388,-2.73786,-0.460194,0.0467948,0,-0.0199417
-3.42017,-0.920388,-2.73786,-0.460194,0.0474265,0,-0.0199417
-3.41989,-0.920388,-2.73786,-0.460194,0.0479497,0,-0.0199417
-3.41966,-0.920388,-2.73786,-0.460194,0.048383,0,-0.0199417
-3.41947,-0.920388,-2.73786,-0.460194,0.0487419,0,-0.0199417
-3.41931,-0.920388,-2.73786,-0.460194,0.0490391,0,-0.0199417
-3.41918,-0.920388,-2.73786,-0.460194,0.0492852,0,-0.0199417
-3.41907,-0.920388,-2.73786,-0.460194,0.0494891,0,-0.0199417
-3.41898,-0.920388,-2.73786,-0.460194,0.0496579,0,-0.0199417
-3.41891,-0.920388,-2.73786,-0.460194,0.0497978,0,-0.0199417
-3.41885,-0.920388,-2.73786,-0.460194,0.0499136,0,-0.0199417
-3.4188,-0.920388,-2.73786,-0.460194,0.0500095,0,-0.0199417
-3.41875,-0.920388,-2.73786,-0.460194,0.050089,0,-0.0199417
-3.41872,-0.920388,-2.73786,-0.460194,0.0501547,0,-0.0199417
-3.41869,-0.920388,-2.73786,-0.460194,0.0502092,0,-0.0199417
-3.41866,-0.920388,-2.73786,-0.460194,0.0502544,0,-0.0199417
-3.41865,-0.920388,-2.73786,-0.460194,0.0502917,0,-0.0199417
-3.41863,-0.920388,-2.73786,-0.460194,0.0503227,0,-0.0199417
-3.41861,-0.920388,-2.73786,-0.460194,0.0503483,0,-0.0199417
-3.4186,-0.920388,-2.73786,-0.460194,0.0503696,0,-0.0199417
-3.41859,-0.920388,-2.73786,-0.460194,0.0503871,0,-0.0199417
-3.41859,-0.920388,-2.73786,-0.460194,0.0504017,0,-0.0199417
-3.41858,-0.920388,-2.73786,-0.460194,0.0504138,0,-0.0199417
-3.41857,-0.920388,-2.73786,-0.460194,0.0504238,0,-0.0199417
-3.41857,-0.920388,-2.73786,-0.460194,0.050432,0,-0.0199417
-3.41857,-0.920388,-2.73786,-0.460194,0.0504389,0,-0.0199417
-3.41856,-0.920388,-2.73786,-0.460194,0.0504446,0,-0.0199417
-3.41856,-0.920388,-2.73786,-0.460194,0.0504493,0,-0.0199417
-3.41856,-0.920388,-2.73786,-0.460194,0.0504532,0,-0.0199417
-3.41856,-0.920388,-2.73786,-0.460194,0.0504564,0,-0.0199417
-3.41856,-0.920388,-2.73786,-0.460194,0.0504591,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504613,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504631,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504646,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504659,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504669,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504678,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504685,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504691,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504696,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.05047,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504703,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504706,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504708,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.050471,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504712,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504713,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504714,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504715,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504716,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504716,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504717,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504717,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504718,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504718,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504718,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504718,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504718,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504719,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504719,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504719,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504719,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504719,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504719,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504719,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504719,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504719,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504719,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504719,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504719,0,-0.0199417
-3.41855,-0.920388,-2.73786,-0.460194,0.0504719,0,-0.0199417
-3.43619,-0.920388,-2.73786,-0.460194,0.0173392,0,-0.0199417
-3.43316,-0.920388,-2.73786,-0.460194,0.0230312,0,-0.0199417
-3.43065,-0.920388,-2.73786,-0.460194,0.0277454,0,-0.0199417
-3.42857,-0.920388,-2.73786,-0.460194,0.0316498,0,-0.0199417
-3.42685,-0.920388,-2.73786,-0.460194,0.0348833,0,-0.0199417
-3.42542,-0.920388,-2.73786,-0.460194,0.0375614,0,-0.0199417
-3.44134,-0.920388,-2.73786,-0.460194,0.00767133,0,-0.0199417
-3.43742,-0.920388,-2.73786,-0.460194,0.0150243,0,-0.0199417
-3.43418,-0.920388,-2.73786,-0.460194,0.021114,0,-0.0199417
-3.43149,-0.920388,-2.73786,-0.460194,0.0261576,0,-0.0199417
-3.42927,-0.920388,-2.73786,-0.460194,0.0303347,0,-0.0199417
-3.42743,-0.920388,-2.73786,-0.460194,0.0337942,0,-0.0199417
-3.4259,-0.920388,-2.73786,-0.460194,0.0366594,0,-0.0199417
-3.42464,-0.920388,-2.73786,-0.460194,0.0390323,0,-0.0199417
-3.42359,-0.920388,-2.73786,-0.460194,0.0409976,0,-0.0199417
-3.42273,-0.920388,-2.73786,-0.460194,0.0426252,0,-0.0199417
-3.42201,-0.920388,-2.73786,-0.460194,0.0439733,0,-0.0199417
-3.42141,-0.920388,-2.73786,-0.460194,0.0450897,0,-0.0199417
-3.42092,-0.920388,-2.73786,-0.460194,0.0460143,0,-0.0199417
-3.42051,-0.920388,-2.73786,-0.460194,0.0467801,0,-0.0199417
-3.42018,-0.920388,-2.73786,-0.460194,0.0474144,0,-0.0199417
-3.4199,-0.920388,-2.73786,-0.460194,0.0479396,0,-0.0199417
-3.41967,-0.920388,-2.73786,-0.460194,0.0483747,0,-0.0199417
-3.43768,-0.920388,-2.73786,-0.460194,0.0145448,0,-0.0214757
-3.43439,-0.920388,-2.73786,-0.460194,0.0207169,0,-0.0214757
-3.43167,-0.920388,-2.73786,-0.460194,0.0258287,0,-0.0214757
-3.42942,-0.920388,-2.73786,-0.460194,0.0300623,0,-0.0214757
-3.42755,-0.920388,-2.73786,-0.460194,0.0335686,0,-0.0214757
-3.426,-0.920388,-2.73786,-0.460194,0.0364725,0,-0.0214757
-3.42472,-0.920388,-2.73786,-0.460194,0.0388776,0,-0.0214757
-3.42366,-0.920388,-2.73786,-0.460194,0.0408694,0,-0.0214757
-3.42278,-0.920388,-2.73786,-0.460194,0.0425191,0,-0.0214757
-3.42206,-0.920388,-2.73786,-0.460194,0.0438854,0,-0.0214757
-3.42145,-0.920388,-2.73786,-0.460194,0.0450169,0,-0.0214757
-3.42095,-0.920388,-2.73786,-0.460194,0.0459541,0,-0.0214757
-3.42054,-0.920388,-2.73786,-0.460194,0.0467302,0,-0.0214757
-3.4202,-0.920388,-2.73786,-0.460194,0.047373,0,-0.0214757
-3.41992,-0.920388,-2.73786,-0.460194,0.0479054,0,-0.0214757
-3.41968,-0.920388,-2.73786,-0.460194,0.0483463,0,-0.0214757
-3.41949,-0.920388,-2.73786,-0.460194,0.0487115,0,-0.0214757
-3.41933,-0.920388,-2.73786,-0.460194,0.0490139,0,-0.0214757
-3.41919,-0.920388,-2.73786,-0.460194,0.0492644,0,-0.0214757
-3.41908,-0.920388,-2.73786,-0.460194,0.0494718,0,-0.0214757
-3.41899,-0.920388,-2.73786,-0.460194,0.0496437,0,-0.0214757
-3.41891,-0.920388,-2.73786,-0.460194,0.0497859,0,-0.0214757
-3.41885,-0.920388,-2.73786,-0.460194,0.0499038,0,-0.0214757
-3.4188,-0.920388,-2.73786,-0.460194,0.0500014,0,-0.0214757
-3.41876,-0.920388,-2.73786,-0.460194,0.0500822,0,-0.0214757
-3.41872,-0.920388,-2.73786,-0.460194,0.0501492,0,-0.0214757
-3.41869,-0.920388,-2.73786,-0.460194,0.0502046,0,-0.0214757
-3.41867,-0.920388,-2.73786,-0.460194,0.0502505,0,-0.0214757
-3.41865,-0.920388,-2.73786,-0.460194,0.0502886,0,-0.0214757
-3.41863,-0.920388,-2.73786,-0.460194,0.0503201,0,-0.0214757
-3.41862,-0.920388,-2.73786,-0.460194,0.0503462,0,-0.0214757
