ref-hip,ref-knee,ref-ankle,link-hip,link-knee,link-ankle,motor-hip,motor-knee,motor-ankle,tau-m1,tau-m2,tau-m3
-0.333664,-0.134221,0.465916,-0.00314159,-9.28288e-12,-0.001309,-0.00314159,0,-0.001309,-0.054,-0.0489,-0.0699,-0.520808,-0.755998,0.274632
-0.332716,-0.135569,0.465408,-0.00314159,-7.68812e-12,-7.93348e-12,-0.00314159,0,0,-0.0579,-0.0498,-0.0729,-0.0909106,-0.0861241,0.177642
-0.331749,-0.136923,0.46487,-0.0020944,-0.001309,-6.57054e-12,-0.0020944,-0.001309,0,-0.0528,-0.054,-0.069,-0.0951969,-0.0871004,0.182405
-0.330763,-0.138283,0.464304,-0.0020944,-0.001309,-5.44175e-12,-0.0020944,-0.001309,0,0.012,-0.2388,-0.1929,-0.0985888,-0.0888619,0.186756
-0.329758,-0.13965,0.463709,-0.00523599,-0.00392699,0.00392699,-0.00523599,-0.00392699,0.00392699,0.2208,-0.429,-0.336,-0.101002,-0.0894584,0.187945
-0.328734,-0.141024,0.463086,-0.0146608,-0.0287979,0.0418879,-0.0146608,-0.0287979,0.0418879,0.192,-0.0099,-0.0318,-0.101893,-0.0839026,0.163064
-0.32769,-0.142404,0.462434,-0.0293215,-0.0719948,0.0903208,-0.0293215,-0.0719948,0.0903208,0.1578,-0.0558,-0.0678,-0.100594,-0.0717139,0.139132
-0.326628,-0.14379,0.461753,-0.0492183,-0.10472,0.14399,-0.0492183,-0.10472,0.14399,0.1779,-0.0888,-0.111,-0.0972727,-0.0749421,0.113689
-0.325546,-0.145183,0.461045,-0.0670206,-0.141372,0.197659,-0.0670206,-0.141372,0.197659,0.1608,-0.09,-0.1029,-0.105124,-0.06903,0.0893638
-0.324446,-0.146582,0.460309,-0.084823,-0.172788,0.259181,-0.084823,-0.172788,0.259181,0.1308,-0.075,-0.0978,-0.10162,-0.0632745,0.0573734
-0.323328,-0.147988,0.459545,-0.0963422,-0.187187,0.294524,-0.0963422,-0.187187,0.294524,0.12,-0.0708,-0.0978,-0.106635,-0.0673652,0.0492731
-0.32219,-0.1494,0.458753,0.0841737,-0.193732,0.327249,-0.103673,-0.193732,0.327249,0.0909,-0.0708,-0.1008,0.283396,-0.0499029,0.0354973
-0.321034,-0.150818,0.457934,0.0456193,-0.0345004,0.521711,-0.109956,-0.195041,0.356047,0.0708,-0.0678,-0.1038,-0.0668136,-0.121312,-0.11068
-0.31986,-0.152243,0.457088,0.0147034,-0.0581535,0.503723,-0.114145,-0.191114,0.366519,0.0468,-0.0618,-0.1089,-0.0686259,-0.0661547,-0.0384022
-0.318667,-0.153675,0.456215,-0.0105738,-0.0718325,0.484079,-0.117286,-0.181951,0.370446,0.0498,-0.066,0.0549,-0.0734293,-0.0643905,-0.029018
-0.317456,-0.155113,0.455315,-0.0289065,-0.0815874,0.456703,-0.117286,-0.172788,0.362592,-0.015,-0.0639,0.141,-0.0768,-0.0723373,-0.0135835
-0.316227,-0.156557,0.454388,-0.0336178,-0.0854742,0.415664,-0.106814,-0.161007,0.337721,-0.0639,-0.1068,-0.0768,-0.0848063,-0.0740428,0.0104035
-0.31498,-0.158008,0.453436,-0.0283902,-0.0892874,0.364313,-0.0890118,-0.151844,0.29976,-0.0228,-0.054,-0.084,-0.0917194,-0.0741419,0.0385187
-0.313716,-0.159465,0.452457,-0.0168136,-0.0934893,0.306099,-0.0670206,-0.145299,0.252636,-0.012,-0.0639,-0.069,-0.105269,-0.0729905,0.0698226
-0.312433,-0.160928,0.451452,-0.00135344,-0.0958449,0.244555,-0.0429351,-0.138754,0.200277,0.0009,-0.075,-0.081,-0.110845,-0.0735486,0.101404
-0.311133,-0.162397,0.450421,0.00721097,-0.0979805,0.198987,-0.0272271,-0.133518,0.162316,0.0159,-0.0759,-0.087,-0.112095,-0.0738821,0.121337
-0.309816,-0.163873,0.449365,0.0117666,-0.100159,0.159962,-0.0167552,-0.129591,0.129591,0.0498,-0.0798,-0.0978,-0.117334,-0.0773702,0.141532
