ref-hip,ref-knee,ref-ankle,link-hip,link-knee,link-ankle,motor-hip,motor-knee,motor-ankle,tau-m1,tau-m2,tau-m3,tau-dyn-1,tau-dyn-2,tau-dyn-3
-0.103032,-0.190396,0.19219,-0.0619824,-0.168306,0.181297,-0.0788562,-0.17751,0.182831,0.099,-0.078,-0.0678,-0.0760133,-0.0892531,0.0780949,0.448667
-0.103124,-0.190766,0.192402,-0.0619824,-0.168594,0.181489,-0.0788562,-0.177798,0.183023,0.0879,-0.0888,-0.0738,-0.0763236,-0.0993624,0.0730429,0.449
-0.103215,-0.191137,0.192612,-0.0620303,-0.16893,0.181729,-0.0789041,-0.178134,0.183263,0.0909,-0.096,-0.078,-0.073727,-0.0964748,0.0692566,0.449333
-0.103305,-0.191509,0.192821,-0.0620303,-0.169217,0.182016,-0.0789041,-0.178421,0.18355,0.081,-0.0948,-0.075,-0.0768161,-0.100275,0.0653522,0.449667
-0.103394,-0.191883,0.193027,-0.0620303,-0.169505,0.182304,-0.0789041,-0.178709,0.183838,0.0669,-0.0948,-0.0729,-0.0779145,-0.100256,0.0618595,0.45
-0.103481,-0.192259,0.193231,-0.0620783,-0.16984,0.182592,-0.0789521,-0.179044,0.184126,0.0618,-0.096,-0.0729,-0.0752725,-0.095712,0.0620459,0.450333
-0.103567,-0.192636,0.193433,-0.0620783,-0.170224,0.182927,-0.0789521,-0.179428,0.184461,0.0609,-0.0999,-0.0738,-0.0783199,-0.0911144,0.0629361,0.450667
-0.103652,-0.193014,0.193634,-0.0620783,-0.170559,0.183215,-0.0789521,-0.179763,0.184749,0.0558,-0.0999,-0.0768,-0.0788981,-0.0960323,0.064664,0.451
-0.103735,-0.193394,0.193832,-0.0621262,-0.170847,0.183455,-0.079,-0.180051,0.184988,0.06,-0.0918,-0.0759,-0.0766392,-0.101837,0.0674517,0.451333
-0.103818,-0.193775,0.194028,-0.0621262,-0.171231,0.183742,-0.079,-0.180434,0.185276,0.0609,-0.087,-0.0729,-0.0796531,-0.0920542,0.0697747,0.451667
-0.103899,-0.194158,0.194223,-0.0621262,-0.171614,0.18403,-0.079,-0.180818,0.185564,0.0618,-0.0948,-0.081,-0.0801998,-0.0935942,0.0729833,0.452
-0.103979,-0.194542,0.194415,-0.0621742,-0.17195,0.184269,-0.0790479,-0.181154,0.185803,0.0639,-0.099,-0.0729,-0.0774296,-0.0987643,0.0754692,0.452333
-0.104058,-0.194928,0.194605,-0.0621742,-0.172285,0.184509,-0.0790479,-0.181489,0.186043,0.0669,-0.0909,-0.0768,-0.0803526,-0.100586,0.0759213,0.452667
-0.104136,-0.195315,0.194794,-0.0622221,-0.172669,0.184701,-0.0790959,-0.181873,0.186235,0.072,-0.0978,-0.0828,-0.0779839,-0.0964689,0.0768387,0.453
-0.104213,-0.195703,0.19498,-0.0622221,-0.173004,0.184893,-0.0790959,-0.182208,0.186427,0.069,-0.093,-0.078,-0.0813722,-0.103751,0.0757307,0.453333
-0.104288,-0.196093,0.195165,-0.06227,-0.173388,0.185132,-0.0791438,-0.182592,0.186666,0.0759,-0.0999,-0.081,-0.0780872,-0.0999949,0.0756552,0.453667
-0.104363,-0.196484,0.195347,-0.062318,-0.173819,0.185372,-0.0791918,-0.183023,0.186906,0.078,-0.0939,-0.075,-0.0780899,-0.0963411,0.0723026,0.454
-0.104437,-0.196877,0.195528,-0.0623659,-0.174203,0.185612,-0.0792397,-0.183407,0.187146,0.072,-0.102,-0.0828,-0.0780856,-0.0995315,0.0700998,0.454333
-0.10451,-0.19727,0.195706,-0.0624138,-0.174538,0.185803,-0.0792876,-0.183742,0.187337,0.075,-0.0999,-0.0738,-0.0785563,-0.106121,0.0686373,0.454667
-0.104581,-0.197666,0.195883,-0.0624618,-0.174922,0.186043,-0.0793356,-0.184126,0.187577,0.0708,-0.09,-0.0798,-0.0786017,-0.100571,0.0671421,0.455
-0.104652,-0.198062,0.196058,-0.0625097,-0.175305,0.186235,-0.0793835,-0.184509,0.187769,0.0699,-0.0999,-0.078,-0.0786408,-0.101871,0.0652377,0.455333
-0.104722,-0.19846,0.196231,-0.0625577,-0.175641,0.186475,-0.0794314,-0.184845,0.188009,0.0618,-0.1119,-0.078,-0.078674,-0.106644,0.0626482,0.455667
-0.104791,-0.198859,0.196401,-0.0626056,-0.176024,0.186666,-0.0794794,-0.185228,0.1882,0.0699,-0.0978,-0.078,-0.0791832,-0.101789,0.0642326,0.456
-0.104859,-0.19926,0.19657,-0.0611195,-0.176408,0.186858,-0.0795273,-0.185612,0.188392,0.0648,-0.105,-0.0798,-0.0598327,-0.101115,0.0643297,0.456333
-0.104926,-0.199662,0.196737,-0.0611675,-0.176743,0.18705,-0.0795753,-0.185947,0.188584,0.0588,-0.108,-0.078,-0.061968,-0.223898,-0.0681255,0.456667
-0.104992,-0.200065,0.196902,-0.0612154,-0.177079,0.187242,-0.0796232,-0.186283,0.188776,0.0579,-0.105,-0.0759,-0.0626567,-0.108106,0.00439691,0.457
-0.105058,-0.20047,0.197065,-0.0612634,-0.177558,0.187529,-0.0796711,-0.186762,0.189063,0.066,-0.0999,-0.0558,-0.0637168,-0.0938722,0.0132161,0.457333
-0.105123,-0.200876,0.197227,-0.0613113,-0.177942,0.187721,-0.0797191,-0.187146,0.189255,-0.0228,-0.2199,-0.063,-0.0642662,-0.103883,0.0223516,0.457667
-0.105186,-0.201283,0.197386,-0.0613592,-0.178325,0.187865,-0.079767,-0.187529,0.189399,-0.0168,-0.1398,-0.0588,-0.0652207,-0.100716,0.0438042,0.458
-0.10525,-0.201691,0.197543,-0.0614072,-0.178613,0.188009,-0.0798149,-0.187817,0.189542,0.0039,-0.0729,-0.0639,-0.0661739,-0.107285,0.0596753,0.458333
-0.105312,-0.202101,0.197699,-0.0614072,-0.178901,0.188104,-0.0798149,-0.188104,0.189638,0.012,-0.0918,-0.0648,-0.0699624,-0.108377,0.0717523,0.458667
-0.105374,-0.202512,0.197852,-0.0614551,-0.179236,0.1882,-0.0798629,-0.18844,0.189734,0.0309,-0.1098,-0.06,-0.0675223,-0.103363,0.0838658,0.459
-0.105435,-0.202924,0.198004,-0.0614551,-0.179572,0.188248,-0.0798629,-0.188776,0.189782,0.0498,-0.1089,-0.0618,-0.0712286,-0.10629,0.091847,0.459333
-0.105495,-0.203337,0.198154,-0.0614551,-0.179907,0.188296,-0.0798629,-0.189111,0.18983,0.0618,-0.102,-0.066,-0.0715455,-0.109704,0.093189,0.459667
-0.105555,-0.203752,0.198301,-0.061503,-0.180243,0.188296,-0.0799108,-0.189447,0.18983,0.078,-0.1098,-0.066,-0.0689473,-0.112662,0.0933644,0.46
-0.105614,-0.204168,0.198447,-0.061503,-0.180626,0.188344,-0.0799108,-0.18983,0.189878,0.087,-0.1068,-0.0708,-0.0725108,-0.110773,0.0915492,0.460333
-0.105673,-0.204585,0.198591,-0.061503,-0.180962,0.188392,-0.0799108,-0.190166,0.189926,0.0909,-0.102,-0.069,-0.0726977,-0.117765,0.0904621,0.460667
-0.105731,-0.205004,0.198733,-0.061503,-0.181345,0.18844,-0.0799108,-0.190549,0.189974,0.093,-0.105,-0.0648,-0.0728061,-0.115439,0.0848968,0.461
-0.105788,-0.205423,0.198873,-0.061503,-0.181681,0.188488,-0.0799108,-0.190885,0.190022,0.0858,-0.111,-0.072,-0.073802,-0.121838,0.0817064,0.461333
-0.105845,-0.205844,0.199011,-0.061503,-0.182064,0.188536,-0.0799108,-0.191268,0.19007,0.09,-0.1119,-0.0699,-0.0738861,-0.118763,0.0758239,0.461667
-0.105902,-0.206266,0.199147,-0.061551,-0.1824,0.188632,-0.0799587,-0.191604,0.190166,0.081,-0.1149,-0.0699,-0.0710722,-0.125198,0.0708335,0.462
-0.105958,-0.206689,0.199282,-0.061551,-0.182831,0.188728,-0.0799587,-0.192035,0.190262,0.0849,-0.12,-0.0738,-0.0744343,-0.115097,0.0676852,0.462333
-0.106013,-0.207113,0.199414,-0.061551,-0.183215,0.188823,-0.0799587,-0.192419,0.190357,0.0759,-0.126,-0.0729,-0.0749137,-0.120392,0.0636257,0.462667
-0.106068,-0.207539,0.199544,-0.061551,-0.18355,0.188967,-0.0799587,-0.192754,0.190501,0.0678,-0.1188,-0.069,-0.0753876,-0.124683,0.061833,0.463
-0.106123,-0.207965,0.199673,-0.061551,-0.183934,0.189063,-0.0799587,-0.193138,0.190597,0.069,-0.1179,-0.069,-0.0753752,-0.120129,0.0587765,0.463333
-0.106177,-0.208393,0.199799,-0.061551,-0.184222,0.189207,-0.0799587,-0.193425,0.190741,0.0669,-0.12,-0.0738,-0.0767415,-0.131047,0.0581188,0.463667
-0.106231,-0.208822,0.199924,-0.061551,-0.184653,0.189351,-0.0799587,-0.193857,0.190885,0.057,-0.1218,-0.0729,-0.0767852,-0.115939,0.0575468,0.464
-0.106284,-0.209252,0.200047,-0.0615989,-0.185036,0.189495,-0.0800067,-0.19424,0.191029,0.0558,-0.1209,-0.0738,-0.0739378,-0.121482,0.0575667,0.464333
-0.106338,-0.209683,0.200167,-0.0615989,-0.18542,0.18959,-0.0800067,-0.194624,0.191124,0.06,-0.1248,-0.075,-0.0772723,-0.122887,0.0599995,0.464667
-0.106391,-0.210115,0.200286,-0.0615989,-0.185803,0.189734,-0.0800067,-0.195007,0.191268,0.0588,-0.1269,-0.075,-0.0777293,-0.123524,0.060542,0.465
-0.106443,-0.210549,0.200403,-0.0615989,-0.186187,0.189878,-0.0800067,-0.195391,0.191412,0.054,-0.1128,-0.0678,-0.0777035,-0.124179,0.0623737,0.465333
-0.106496,-0.210983,0.200518,-0.0615989,-0.18657,0.190022,-0.0800067,-0.195774,0.191556,0.0549,-0.1209,-0.0759,-0.0785778,-0.125795,0.0627237,0.465667
-0.106548,-0.211419,0.200631,-0.0615989,-0.186954,0.190166,-0.0800067,-0.196158,0.1917,0.0618,-0.12,-0.075,-0.079033,-0.126644,0.0644747,0.466
-0.1066,-0.211855,0.200742,-0.0615989,-0.187385,0.190262,-0.0800067,-0.196589,0.191796,0.0579,-0.117,-0.0759,-0.0794883,-0.122333,0.0644692,0.466333
-0.106651,-0.212293,0.20085,-0.0615989,-0.186235,0.190357,-0.0800067,-0.196973,0.191891,0.0579,-0.12,-0.078,-0.163199,-0.0961682,0.0649272,0.466667
-0.106703,-0.212732,0.200957,-0.0615989,-0.186666,0.190453,-0.0800067,-0.197404,0.191987,0.0609,-0.126,-0.0789,-0.0768741,-0.0947934,-0.0641269,0.467
-0.106755,-0.213172,0.201062,-0.0616469,-0.187146,0.190549,-0.0800546,-0.197884,0.192083,0.063,-0.1188,-0.0789,-0.074137,-0.0897918,0.00583862,0.467333
-0.106806,-0.213613,0.201165,-0.0616469,-0.187577,0.190645,-0.0800546,-0.198315,0.192179,0.0579,-0.1029,-0.1188,-0.0783833,-0.0933361,0.0155471,0.467667
-0.106857,-0.214055,0.201266,-0.0616469,-0.188009,0.190741,-0.0800546,-0.198746,0.192275,0.0048,-0.0918,-0.1248,-0.0787696,-0.0942945,0.023508,0.468
-0.106908,-0.214498,0.201365,-0.0616469,-0.18844,0.190837,-0.0800546,-0.199178,0.192371,-0.0138,-0.087,-0.0609,-0.0785428,-0.0963555,0.0352531,0.468333
-0.106959,-0.214942,0.201462,-0.0616948,-0.188871,0.190933,-0.0801026,-0.199609,0.192467,0.0009,-0.0909,-0.0738,-0.0748265,-0.0977938,0.0480166,0.468667
-0.107011,-0.215387,0.201557,-0.0616948,-0.189255,0.190981,-0.0801026,-0.199993,0.192515,0.0138,-0.1029,-0.0789,-0.0785675,-0.106459,0.0631608,0.469
-0.107062,-0.215833,0.20165,-0.0617427,-0.189686,0.191029,-0.0801505,-0.200424,0.192563,0.021,-0.093,-0.0759,-0.0761498,-0.103285,0.0703743,0.469333
-0.107113,-0.21628,0.20174,-0.0617907,-0.190118,0.191076,-0.0801984,-0.200856,0.19261,0.0459,-0.0948,-0.075,-0.0766406,-0.105378,0.0767594,0.469667
-0.107164,-0.216728,0.201829,-0.0617907,-0.190501,0.191076,-0.0801984,-0.201239,0.19261,0.0609,-0.0978,-0.078,-0.0799954,-0.111874,0.080973,0.47
-0.107215,-0.217177,0.201915,-0.0618386,-0.190885,0.191124,-0.0802464,-0.201623,0.192658,0.063,-0.1128,-0.072,-0.07811,-0.114068,0.0785396,0.470333
-0.107266,-0.217627,0.202,-0.0618865,-0.191364,0.191124,-0.0802943,-0.202102,0.192658,0.069,-0.0999,-0.078,-0.0782472,-0.104978,0.0738726,0.470667
-0.107317,-0.218079,0.202082,-0.0619345,-0.1917,0.191124,-0.0803422,-0.202438,0.192658,0.075,-0.108,-0.0768,-0.078372,-0.119905,0.0726327,0.471
-0.107369,-0.218531,0.202163,-0.0619345,-0.192083,0.191172,-0.0803422,-0.202821,0.192706,0.0738,-0.1149,-0.0768,-0.0822766,-0.11751,0.0664094,0.471333
-0.10742,-0.218984,0.202241,-0.0619824,-0.192515,0.19122,-0.0803902,-0.203252,0.192754,0.0759,-0.1038,-0.0768,-0.0795712,-0.114267,0.0645488,0.471667
-0.107472,-0.219438,0.202317,-0.0620303,-0.192898,0.191268,-0.0804381,-0.203636,0.192802,0.0708,-0.1068,-0.078,-0.0792551,-0.118645,0.0623493,0.472
-0.107524,-0.219893,0.202391,-0.0620783,-0.193282,0.191316,-0.0804861,-0.204019,0.19285,0.066,-0.1239,-0.072,-0.0798361,-0.120294,0.0595797,0.472333
-0.107576,-0.220349,0.202462,-0.0605443,-0.193617,0.191412,-0.0804861,-0.204355,0.192946,0.06,-0.1149,-0.0768,-0.0638682,-0.126193,0.0558908,0.472667
-0.107628,-0.220805,0.202532,-0.0605922,-0.194049,0.19146,-0.080534,-0.204786,0.192994,0.066,-0.105,-0.0738,-0.0627249,-0.231927,-0.0741699,0.473
-0.107681,-0.221263,0.202599,-0.0606402,-0.194432,0.191556,-0.0805819,-0.20517,0.19309,0.0588,-0.1179,-0.0759,-0.063435,-0.121282,-0.00550634,0.473333
-0.107733,-0.221722,0.202664,-0.0606402,-0.194816,0.191604,-0.0805819,-0.205553,0.193138,0.054,-0.1248,-0.0678,-0.0673482,-0.122622,0.00418811,0.473667
-0.107786,-0.222182,0.202727,-0.0606881,-0.195247,0.1917,-0.0806299,-0.205985,0.193234,-0.0078,-0.1989,-0.0579,-0.0649919,-0.11784,0.0126683,0.474
-0.10784,-0.222642,0.202788,-0.0607361,-0.195535,0.191796,-0.0806778,-0.206272,0.19333,-0.036,-0.2118,-0.0609,-0.0659233,-0.132747,0.0285282,0.474333
-0.107893,-0.223104,0.202846,-0.060784,-0.196014,0.191843,-0.0807257,-0.206752,0.193377,-0.003,-0.0999,-0.0678,-0.0663787,-0.109137,0.0424279,0.474667
-0.107947,-0.223566,0.202903,-0.060784,-0.196397,0.191891,-0.0807257,-0.207135,0.193425,0.0009,-0.117,-0.0648,-0.0710588,-0.116913,0.0583715,0.475
-0.108001,-0.22403,0.202956,-0.0608319,-0.196829,0.191939,-0.0807737,-0.207567,0.193473,0.0138,-0.129,-0.0648,-0.0681981,-0.111676,0.0655674,0.475333
-0.108056,-0.224494,0.203008,-0.0608319,-0.197356,0.191939,-0.0807737,-0.208094,0.193473,0.0279,-0.1149,-0.0639,-0.0723918,-0.100408,0.0709514,0.475667
-0.108111,-0.224959,0.203057,-0.0608319,-0.197836,0.191939,-0.0807737,-0.208573,0.193473,0.0489,-0.1029,-0.066,-0.0732665,-0.107667,0.0696642,0.476
-0.108166,-0.225425,0.203104,-0.0608799,-0.198315,0.191939,-0.0808216,-0.209053,0.193473,0.0648,-0.1209,-0.0648,-0.0703331,-0.109523,0.0664141,0.476333
-0.108222,-0.225892,0.203148,-0.0608799,-0.198746,0.191939,-0.0808216,-0.209484,0.193473,0.0678,-0.108,-0.0678,-0.0744696,-0.116096,0.0611537,0.476667
-0.108278,-0.22636,0.203191,-0.0608799,-0.199226,0.191939,-0.0808216,-0.209964,0.193473,0.0708,-0.099,-0.069,-0.0743366,-0.113504,0.0525124,0.477
-0.108335,-0.226829,0.20323,-0.0608799,-0.199801,0.191939,-0.0808216,-0.210539,0.193473,0.0618,-0.1158,-0.0738,-0.0755151,-0.105199,0.0514119,0.477333
-0.108392,-0.227299,0.203267,-0.0608799,-0.200328,0.191987,-0.0808216,-0.211066,0.193521,0.057,-0.111,-0.0678,-0.0753056,-0.111026,0.0469225,0.477667
-0.108449,-0.227769,0.203302,-0.0608799,-0.200808,0.192035,-0.0808216,-0.211546,0.193569,0.054,-0.114,-0.069,-0.0764121,-0.116159,0.0466828,0.478
-0.108507,-0.228241,0.203335,-0.0608799,-0.201239,0.192083,-0.0808216,-0.211977,0.193617,0.0429,-0.114,-0.0759,-0.0761345,-0.122169,0.045725,0.478333
-0.108566,-0.228713,0.203364,-0.0608799,-0.201766,0.192131,-0.0808216,-0.212504,0.193665,0.0519,-0.102,-0.075,-0.0771759,-0.113524,0.0473482,0.478667
-0.108625,-0.229186,0.203392,-0.0609278,-0.202198,0.192179,-0.0808695,-0.212936,0.193713,0.0489,-0.1158,-0.0759,-0.0744916,-0.121991,0.0466004,0.479
-0.108684,-0.22966,0.203416,-0.0609278,-0.202677,0.192227,-0.0808695,-0.213415,0.193761,0.0399,-0.1158,-0.0729,-0.0775113,-0.118237,0.0482118,0.479333
-0.108744,-0.230135,0.203439,-0.0609278,-0.203205,0.192275,-0.0808695,-0.213942,0.193809,0.0408,-0.1128,-0.0798,-0.0785579,-0.112693,0.0478779,0.479667
-0.108805,-0.230611,0.203458,-0.0609278,-0.203636,0.192323,-0.0808695,-0.214374,0.193857,0.051,-0.1188,-0.0729,-0.0787074,-0.121674,0.0478361,0.48
-0.108866,-0.231088,0.203475,-0.0609278,-0.204115,0.192371,-0.0808695,-0.214853,0.193905,0.045,-0.1209,-0.0708,-0.0797613,-0.116708,0.0487509,0.480333
-0.108928,-0.231565,0.20349,-0.0609278,-0.204643,0.192419,-0.0808695,-0.21538,0.193953,0.045,-0.105,-0.0789,-0.0804008,-0.111678,0.0491908,0.480667
-0.10899,-0.232044,0.203501,-0.0609278,-0.205122,0.192467,-0.0808695,-0.21586,0.194001,0.0399,-0.1248,-0.0738,-0.0805635,-0.115213,0.0474607,0.481
-0.109053,-0.232523,0.20351,-0.0609278,-0.205553,0.192515,-0.0808695,-0.216291,0.194049,0.0408,-0.117,-0.0759,-0.0816319,-0.121353,0.047493,0.481333
-0.109116,-0.233003,0.203516,-0.0609278,-0.206129,0.192563,-0.0808695,-0.216867,0.194097,0.045,-0.1179,-0.0768,-0.0818053,-0.104992,0.0470671,0.481667
-0.10918,-0.233484,0.20352,-0.0609757,-0.206608,0.192563,-0.0809175,-0.217346,0.194097,0.0468,-0.114,-0.078,-0.0795774,-0.113515,0.0462988,0.482
-0.109245,-0.233966,0.203521,-0.0609757,-0.207135,0.19261,-0.0809175,-0.217873,0.194144,0.0459,-0.1239,-0.0798,-0.0826388,-0.109189,0.0458566,0.482333
-0.109311,-0.234448,0.203519,-0.0609757,-0.207711,0.19261,-0.0809175,-0.218448,0.194144,0.0438,-0.108,-0.0768,-0.0837308,-0.103229,0.0449722,0.482667
-0.109377,-0.234932,0.203514,-0.0609757,-0.208238,0.192658,-0.0809175,-0.218976,0.194192,0.0438,-0.108,-0.081,-0.0844102,-0.106777,0.0433707,0.483
-0.109443,-0.235416,0.203506,-0.0609757,-0.208813,0.192658,-0.0809175,-0.219551,0.194192,0.0408,-0.1128,-0.084,-0.0850961,-0.101791,0.0427701,0.483333
-0.109511,-0.235901,0.203495,-0.0609757,-0.209388,0.192658,-0.0809175,-0.220126,0.194192,0.0408,-0.096,-0.0768,-0.0853069,-0.101292,0.041829,0.483667
-0.109579,-0.236387,0.203481,-0.0609757,-0.20982,0.192706,-0.0809175,-0.220558,0.19424,0.0438,-0.1068,-0.0828,-0.0864249,-0.116496,0.040069,0.484
-0.109647,-0.236874,0.203465,-0.0610237,-0.210347,0.192706,-0.0809654,-0.221085,0.19424,0.0429,-0.105,-0.081,-0.0838233,-0.107634,0.0393122,0.484333
-0.109717,-0.237362,0.203445,-0.0610237,-0.210779,0.192706,-0.0809654,-0.221516,0.19424,0.0399,-0.0999,-0.0798,-0.0874123,-0.118712,0.0382166,0.484667
-0.109787,-0.237851,0.203423,-0.0610237,-0.211162,0.192706,-0.0809654,-0.2219,0.19424,0.0378,-0.1008,-0.0828,-0.0876503,-0.124627,0.0360229,0.485
-0.109858,-0.23834,0.203397,-0.0610237,-0.211498,0.192706,-0.0809654,-0.222235,0.19424,0.0378,-0.1188,-0.0768,-0.0883141,-0.135033,0.0352182,0.485333
-0.109929,-0.23883,0.203368,-0.0610716,-0.211881,0.192706,-0.0810134,-0.222619,0.19424,0.036,-0.111,-0.0879,-0.0856773,-0.132665,0.0329226,0.485667
-0.110002,-0.239321,0.203336,-0.0610716,-0.212313,0.192706,-0.0810134,-0.22305,0.19424,0.036,-0.1128,-0.081,-0.0892313,-0.129293,0.0320158,0.486
-0.110075,-0.239813,0.203301,-0.0610716,-0.212696,0.192706,-0.0810134,-0.223434,0.19424,0.0339,-0.1308,-0.0858,-0.0899162,-0.135271,0.0285704,0.486333
-0.110148,-0.240306,0.203263,-0.0611195,-0.213175,0.192706,-0.0810613,-0.223913,0.19424,0.033,-0.135,-0.087,-0.0873004,-0.125496,0.0279532,0.486667
-0.110223,-0.2408,0.203221,-0.0611195,-0.213463,0.192706,-0.0810613,-0.224201,0.19424,0.0318,-0.126,-0.0828,-0.0908756,-0.144761,0.0254513,0.487
-0.110298,-0.241295,0.203177,-0.0611675,-0.213847,0.192706,-0.0811092,-0.224584,0.19424,0.0279,-0.1338,-0.0828,-0.0882739,-0.136117,0.0232897,0.487333
-0.110374,-0.24179,0.203128,-0.0611675,-0.214278,0.192706,-0.0811092,-0.225016,0.19424,0.024,-0.132,-0.087,-0.0918632,-0.130626,0.0210751,0.487667
-0.110451,-0.242287,0.203077,-0.0612154,-0.214757,0.192706,-0.0811572,-0.225495,0.19424,0.024,-0.132,-0.0879,-0.088794,-0.124917,0.0198544,0.488
-0.110528,-0.242784,0.203022,-0.0612154,-0.215189,0.192706,-0.0811572,-0.225927,0.19424,0.0249,-0.1398,-0.0858,-0.0928162,-0.129501,0.0181871,0.488333
-0.110607,-0.243282,0.202964,-0.0612634,-0.215668,0.192706,-0.0812051,-0.226406,0.19424,0.0198,-0.1338,-0.0888,-0.0902426,-0.125553,0.014371,0.488667
-0.110686,-0.243781,0.202902,-0.0613113,-0.216195,0.192706,-0.081253,-0.226933,0.19424,0.0189,-0.1188,-0.0879,-0.0900706,-0.117146,0.0123325,0.489
-0.110766,-0.244281,0.202837,-0.0613113,-0.216627,0.192706,-0.081253,-0.227365,0.19424,0.0168,-0.1338,-0.0888,-0.0941137,-0.127665,0.0098458,0.489333
-0.110846,-0.244781,0.202769,-0.0614072,-0.217394,0.192706,-0.0813489,-0.228132,0.19424,0.0108,-0.1188,-0.087,-0.0877717,-0.0917619,0.00730302,0.489667
-0.110927,-0.245283,0.202696,-0.0614551,-0.218065,0.192706,-0.0813969,-0.228803,0.19424,0.012,-0.123,-0.087,-0.0909155,-0.0983154,0.00470356,0.49
-0.111009,-0.245786,0.20262,-0.061503,-0.21864,0.192706,-0.0814448,-0.229378,0.19424,0.012,-0.117,-0.0909,-0.0911898,-0.107869,0.00204682,0.490333
-0.111092,-0.246289,0.202541,-0.061551,-0.219455,0.192706,-0.0814927,-0.230193,0.19424,0.0048,-0.0918,-0.084,-0.0909893,-0.0824533,0.000379411,0.490667
-0.111176,-0.246793,0.202458,-0.0616469,-0.220126,0.192706,-0.0815886,-0.230864,0.19424,0.003,-0.0939,-0.0879,-0.0883884,-0.0935304,-0.00173919,0.491
-0.11126,-0.247299,0.202371,-0.0616948,-0.220797,0.192706,-0.0816365,-0.231535,0.19424,0.0009,-0.111,-0.0849,-0.0915591,-0.0946667,-0.0060113,0.491333
-0.111346,-0.247805,0.20228,-0.0617907,-0.221468,0.192658,-0.0817324,-0.232206,0.194192,0.0018,-0.081,-0.087,-0.0885526,-0.0936218,-0.00669636,0.491667
-0.111432,-0.248312,0.202185,-0.0618386,-0.222092,0.192658,-0.0817803,-0.23283,0.194192,0,-0.102,-0.0858,-0.0922182,-0.0979291,-0.010329,0.492
-0.111518,-0.24882,0.202087,-0.0619345,-0.222667,0.192658,-0.0818762,-0.233405,0.194192,-0.0009,-0.093,-0.087,-0.0892875,-0.103275,-0.0122951,0.492333
-0.111606,-0.249329,0.201985,-0.0619824,-0.223242,0.192658,-0.0819242,-0.23398,0.194192,-0.006,-0.0999,-0.0849,-0.092547,-0.105424,-0.0157627,0.492667
-0.111694,-0.249839,0.201878,-0.0620783,-0.223865,0.192658,-0.08202,-0.234603,0.194192,-0.006,-0.099,-0.0909,-0.0901107,-0.0999008,-0.0178527,0.493
-0.111783,-0.25035,0.201768,-0.0621262,-0.224393,0.19261,-0.082068,-0.23513,0.194144,-0.0138,-0.0978,-0.0858,-0.0934456,-0.110793,-0.0196313,0.493333
-0.111873,-0.250861,0.201654,-0.0622221,-0.224872,0.19261,-0.0821638,-0.23561,0.194144,-0.012,-0.111,-0.09,-0.090121,-0.11464,-0.0225281,0.493667
-0.111963,-0.251374,0.201535,-0.062318,-0.225543,0.19261,-0.0822597,-0.236281,0.194144,-0.0168,-0.093,-0.09,-0.0905793,-0.0967818,-0.0252015,0.494
-0.112054,-0.251888,0.201413,-0.0623659,-0.226022,0.192563,-0.0823077,-0.23676,0.194097,-0.0168,-0.1098,-0.09,-0.0939323,-0.111411,-0.0261255,0.494333
-0.112146,-0.252403,0.201286,-0.0624618,-0.226454,0.192563,-0.0824035,-0.237192,0.194097,-0.0219,-0.114,-0.09,-0.0906255,-0.116964,-0.0296095,0.494667
-0.112239,-0.252918,0.201155,-0.0625097,-0.226981,0.192515,-0.0824515,-0.237719,0.194049,-0.0249,-0.093,-0.0918,-0.0944089,-0.108654,-0.0317124,0.495
-0.112332,-0.253435,0.20102,-0.0626056,-0.227413,0.192515,-0.0825473,-0.238151,0.194049,-0.0258,-0.1098,-0.0918,-0.0911134,-0.118403,-0.0338895,0.495333
-0.112427,-0.253953,0.20088,-0.0626535,-0.227796,0.192467,-0.0825953,-0.238534,0.194001,-0.0288,-0.1158,-0.087,-0.0944262,-0.124565,-0.0354721,0.495667
-0.112521,-0.254471,0.200736,-0.0627015,-0.228084,0.192467,-0.0826432,-0.238822,0.194001,-0.0318,-0.1119,-0.0918,-0.0948681,-0.138515,-0.0381774,0.496
-0.112617,-0.254991,0.200588,-0.0627494,-0.228419,0.192419,-0.0826912,-0.239157,0.193953,-0.0348,-0.1119,-0.0918,-0.095797,-0.136951,-0.0419912,0.496333
-0.112713,-0.255512,0.200435,-0.0628453,-0.228803,0.192419,-0.082787,-0.239541,0.193953,-0.0309,-0.1269,-0.093,-0.0925228,-0.135331,-0.043002,0.496667
-0.11281,-0.256034,0.200278,-0.0628932,-0.22909,0.192371,-0.082835,-0.239828,0.193905,-0.0348,-0.129,-0.0909,-0.0958563,-0.146516,-0.0442064,0.497
-0.112908,-0.256557,0.200116,-0.0629411,-0.229426,0.192323,-0.0828829,-0.240164,0.193857,-0.0408,-0.1308,-0.0939,-0.0963185,-0.144544,-0.0468163,0.497333
-0.113006,-0.25708,0.19995,-0.063037,-0.229809,0.192275,-0.0829788,-0.240547,0.193809,-0.0429,-0.138,-0.09,-0.0934777,-0.141574,-0.0470104,0.497667
-0.113105,-0.257605,0.199779,-0.063085,-0.230193,0.192227,-0.0830267,-0.240931,0.193761,-0.0399,-0.1479,-0.0978,-0.097307,-0.141841,-0.0501563,0.498
